id,name,description,website,established,isOrganic,images__icon,images__medium,images__large,streetAddress,locality,region,postalCode,latitude,longitude,phone,hoursOfOperation,isPrimary,inPlanning,isClosed,openToPublic,locationType,locationTypeDisplay,countryIsoCode,displayName,isoThree,yearOpened,yearClosed
alL5xh,Alvarado Street Brewery & Grill,"Neighborhood brewpub with an ingredient driven, locally sourced menu, harmonizing the flavors and aromas of our beer with that of our food.",http://www.alvaradostreetbrewery.com,2014,N,https://s3.amazonaws.com/brewerydbapi/brewery/g2d9B7/upload_90vPf8-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/g2d9B7/upload_90vPf8-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/g2d9B7/upload_90vPf8-large.png,426 Alvarado St,Monterey,California,93940,36.599312,-121.894919,(831) 655-2337,Mon:  11:00am - 11:00pm Tue:  11:00am - 11:00pm Wed:  11:00am - 11:00pm Thu:  11:00am - 11:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 11:00pm  ,N,N,N,Y,micro,Micro Brewery,US,United States,USA,,
GGaceU,Amalgamated Brewing Company,"Amalgamated is a craft brewery and micro distillery in St. Louis, MO.     We offer a great selection of craft beer from our own brewasters, as well as from other distinctive craft brewers across country, in our three restaurants/brewpubs. We also distill handcrafted spirits, including 85 Lashes rum, which can be found in restaurants and liquor stores with good taste across the St. Louis metro area.",http://www.amalgamatedbrewing.com/,2006,N,https://s3.amazonaws.com/brewerydbapi/brewery/jnSdDd/upload_4wuDUD-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/jnSdDd/upload_4wuDUD-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/jnSdDd/upload_4wuDUD-large.png,1821 Cherokee Street,Saint Louis,Missouri,63118,38.5923841,-90.2181681,314-771-8500,,Y,N,Y,Y,brewpub,Brewpub,US,United States,USA,2006,
saJQnv,Ambacht Brewing,Ambacht Brewing makes Belgian-inspired ales using local organic ingredients. Our base malt is Great Western Malting's Organic 2-row and our hops come from the Willamette Valley. We bottle condition all our ales with northwestern honey (usually blackberry!).  Ambacht is the Flemish word for hand-crafted and our 5-barrel brewhouse is definitely hands-0n. Stop by for a visit!,http://www.ambacht.us/,2008,N,https://s3.amazonaws.com/brewerydbapi/brewery/ro7Zi3/upload_u0WMkh-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/ro7Zi3/upload_u0WMkh-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/ro7Zi3/upload_u0WMkh-large.png,1060 NE 25th Ave?,Hillsboro,Oregon,97124,,,503-828-1400,Open daily from Tuesday until Friday from 4 until 8 pm. Saturday and Sunday we will be at Farmers' Markets.,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2008,
Uu2ExM,America's Brewing Company,"It has been said that America’s Brewing Company is the epitome to the American Brewing Tradition; not just creating quality, handcrafted, small-batch brews but creating beers that have won three consecutive Gold Medals at the World Beer Cup Competitions.    In the 20th century (1996) the Roundhouse started bottling the Payton Pilsner, Honey Wheat and Rootbeer.  Now in the 21st century (2009), the beer selection has increased enormously!  Because you asked for it, now the Roundhouse also bottles: Payton Pilsner Light and Aurora Amber Ale.  This diverse selection of beer is now available not only in six-packs, but in four-packs as well.  Now you can enjoy...",http://www.rh34.com/,1996,N,https://s3.amazonaws.com/brewerydbapi/brewery/mB7srw/upload_68A2pW-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/mB7srw/upload_68A2pW-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/mB7srw/upload_68A2pW-large.png,205 North Broadway,Aurora,Illinois,60505,41.760709,-88.309777,630-264-2739,,Y,N,Y,N,micro,Micro Brewery,US,United States,USA,1996,2012
7Dl36n,American Brewing Company,"American Brewing Company has been providing high quality, full flavored craft beers for the past two years. Our master brewer is Skip Madsen, an award winning, esteemed craftsman with deep roots in the history of micro brewing in the Pacific Northwest.",http://www.americanbrewing.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/M7BRN4/upload_nIsKuv-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/M7BRN4/upload_nIsKuv-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/M7BRN4/upload_nIsKuv-large.png,180 W. Dayton St.,Edmonds,Washington,98020,47.8040624,-122.3735496,425-774-1717,Mon:  3:00pm - 9:00pm Tue:  3:00pm - 9:00pm Wed:  3:00pm - 9:00pm Thu:  3:00pm - 9:00pm Fri:  3:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 8:00pm  Mon - Thurs  - 3 pm - 9 pm  Fri:3:00 pm - 10 pm  Sat: 12 pm - 10:00 pm  Sun: 12 pm - 8:00 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
jXTrGE,American Dream Brewing,"American Dream Brewing is a craft brewery coming to Simi Valley soon, offering quality, handcrafted, fresh, brewed beers for both wholesale and retail distribution.  We will have an on-premise tasting room to experience the full flavor taste of our craft brewed beers. We create both traditional beer styles as well as new styles with unique twists.      American Dream Brewing Company understands the passion that surrounds beer.  We pour that passion into every drop of our beer.  It’s that love to enjoy the best tasting beer that we use the highest quality ingredients.      We look forward to inviting you to enjoy the American Dream by drinking our beers and celebrating life, liberty and the pursuit of happiness!",http://www.americandreambrewing.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/yQuFWV/upload_pK36Cp-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/yQuFWV/upload_pK36Cp-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/yQuFWV/upload_pK36Cp-large.png,1336 N Moorpark Rd,Thousand Oaks,California,91360,34.1954436,-118.8716215,310-780-5345,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
LrCfPf,American Honor Beer Company,"Our classical revolutionary heroes including Henry, Franklin, Jefferson, and Washington set forth a paradigm to enable American prosperity and the creation of the greatest civilization in history. At American Honor Beer Company, our brews serve as a rallying point for those who cherish and commemorate America’s founding principles. General Liberty raises a toast to each and every American who honors the individual's natural rights to life, liberty, and the pursuit of happiness.",http://www.boondogglebeer.com/,2010,N,https://s3.amazonaws.com/brewerydbapi/brewery/8nYps3/upload_O5NOKX-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/8nYps3/upload_O5NOKX-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/8nYps3/upload_O5NOKX-large.png,700 N Pennsylvania Avenue,Wilkes-Barre,Pennsylvania,18705,41.2556575,-75.858261,800-961-8176,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
yAvTZ6,American River Brewing,American River Brewing was formerly known as Brewers of Auburn and was sold to Hoppy Brewing before the Oatmeal Stout was brewed.,,1993,N,,,,100 Borland Avenue,Auburn,California,95603,38.9040439,-121.0656216,530-889-0841,,Y,N,Y,Y,micro,Micro Brewery,US,United States,USA,1993,
aUeHiX,American River Brewing Company,"NESTLED near the American River in Rancho Cordova, CA and located in a revitalized warehouse along Trade Center Drive is American River Brewing Company.    The dream-come-true of founder/brewer David Mathis and Head Brewer Andy Armstrong, American River Brewing Company encompasses the life-long passions of beer and the art/science of brewing.    Plans for the brewery began in 2010. After more than 15 years in the commercial brewing industry, we embarked on locating a useable location to house a production level brewery that would include a tasting room and space to grow. After an exhaustive search a home was found and construction began in the summer of 2011.    The original scope called for a modest 7 bbl brew house with tanks enough to manage 2000 bbl of production per year. After much re-thinking and soul-searching the brewery was increased in size to 15 bbl and room to grow to 10,000 bbls production per year. By October 2011, we started to formulate the first recipes.",http://americanriverbrewingcompany.com/,2010,N,https://s3.amazonaws.com/brewerydbapi/brewery/akd3fw/upload_9YHgyP-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/akd3fw/upload_9YHgyP-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/akd3fw/upload_9YHgyP-large.png,"11151 Trade Center Drive ,",Rancho Cordova,California,95670,38.602932,-121.270972,(916) 635-2537,Wed:  4:00pm - 8:00pm Thu:  4:00pm - 8:00pm Fri:  4:00pm - 8:00pm  Wednesday-Friday 4:00pm - 8:00pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2010,
LU3fWq,American Sky Brewing Company,"Hudson, Wisconsin Brewery, inspired by the spirit of American heroism and individuality represented by US aviators of World War II, American Sky aspires to be a great American brand known for inclusive, timeless beers that appeal to not only microbrew fanatics, but also that common thread inherent in all beer- drinking Americans.    Stop in our taproom, The Hangar, to have a pint, fill a growler, take a tour or shop our merchandise room. Hours of operation are listed above.",http://www.americanskybeer.com/,2011,N,https://s3.amazonaws.com/brewerydbapi/brewery/6Dy48S/upload_WDlGXM-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/6Dy48S/upload_WDlGXM-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/6Dy48S/upload_WDlGXM-large.png,1510 Swasey Street,Hudson,Wisconsin,54016,44.955351,-92.738636,,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
CoN5ry,Amerisports Brew Pub,,http://www.ameristar.com/Kansas_City_Dining_Amerisports_Brew_Pub.aspx,1997,N,,,,8201 NE Birmingham Road,Kansas City,Missouri,64161,39.1551041,-94.4820108,816-414-7000,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1997,
p85u1P,AMF Keglers Lanes and Brewery,,,,N,,,,2000 Seminole Tr,Charlottesville,Virginia,22906,38.092317,-78.470288,434-978-3999,,Y,N,Y,Y,brewpub,Brewpub,US,United States,USA,,
RRoiAq,Amherst Brewing Company,"Amherst Brewing Company is a full-service brewpub located in downtown Amherst, Massachusetts. Our 10-Barrel brewery is visible from the bar and produces some of the finest ales and lagers for serving in our 150-seat restaurant and 100-seat lounge and game room. Brewery tours can be made by appointment. Our giant, brass-top bar seats over 30 people and is fully stocked, including Single Malt Scotches and Small Batch Bourbons. An additional 40 seats are available on our seasonal patio; the best place in town to relax and enjoy an ABC draft or specialty brew while watching passersby. --From Amherst Website",http://www.amherstbrewing.com/,1997,N,https://s3.amazonaws.com/brewerydbapi/brewery/d8IJKF/upload_sdKRAg-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/d8IJKF/upload_sdKRAg-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/d8IJKF/upload_sdKRAg-large.png,24 North Pleasant Street,Amherst,Massachusetts,1002,42.3763254,-72.5198934,413-253-4400,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1997,
3lXWKH,"Amicas Pizza, Microbrews and More","Amicas’ award winning brewery produces a wide spectrum of ales and lagers to accompany your meal. We’ve got delicious beer selections on tap, as well as our foamy house made root beer (made with honey and real vanilla).",http://www.amicassalida.com/,2002,N,https://s3.amazonaws.com/brewerydbapi/brewery/FS17Tg/upload_CjEOx9-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/FS17Tg/upload_CjEOx9-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/FS17Tg/upload_CjEOx9-large.png,136 East Second Street,Salida,Colorado,81201,38.535016,-105.991877,719-539-5219,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2002,
g5GKTi,Portland,,http://www.amnesiabrews.com/,,N,,,,832 N Beech St,Portland,Oregon,97227,45.5494592,-122.6751185,(503) 281-7708?,"Mon:  3:00pm - 12:00pm Tue:  12:00pm - 12:00pm Wed:  12:00pm - 12:00pm Thu:  12:00pm - 12:00pm Fri:  12:00pm - 12:00pm Sat:  12:00pm - 12:00pm Sun:  12:00pm - 12:00pm  Monday 3-12 p.m.  Tue - Sun 12-12 p.m.  Dogs Welcome, Minors Not",Y,N,N,Y,micro,Micro Brewery,US,United States,USA,,
4dgUcU,Washougal,,http://www.amnesiabrews.com/,,,,,,1834 Main St.,Washougal,Washington,98671,45.578277,-122.351972,(360) 335-1008,"Wed, Thurs 3pm-close.  Fri, Sat, Sun 11am-close.",N,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
VE4Gms,Amplified Ale Works,"Alex Pierson and JC Hill got their noses in the restaurant business in 2009, opening the first California Kebab at San Diego State University. After a few years, it was clear they needed to spread the kebab love elsewhere, and decided on a run down old resturant site with an ocean view..    Craft beer has been a part of the concept since day 1, and JC's severe homebrewing addiction ignited the need for their own brewing system at the new establishment - Amplified Ale Works was born. Why Amplified you ask? Two parts – one, our obsession with live music (a band was formed between CK staff in 2009, playing in JC’s garage ever since), and two, our take on the meaning of Amplified- to us, it means intensifying the craft beer experience by staying true to our homebrewing roots. We hope to see you soon at CK Brewpub enjoying a fresh ale on our biergarten patio at the beach. Prost!",http://www.amplifiedales.com/,2012,N,https://s3.amazonaws.com/brewerydbapi/brewery/7jib1b/upload_GqjQJP-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/7jib1b/upload_GqjQJP-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/7jib1b/upload_GqjQJP-large.png,4150 MiSSion Blvd,San Diego,California,92109,32.7913197,-117.2544418,(858) 270-5222,Mon:  11:00am - 11:00pm Tue:  11:00am - 11:00pm Wed:  11:00am - 11:00pm Thu:  11:00am - 12:00am Fri:  11:00am - 12:00am Sat:  11:00am - 12:00am Sun:  11:00am - 11:00pm  ,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,2012,
X2Qkw1,Anacapa Brewing Co,"The Anacapa Brewing Company is Ventura?s only restaurant and brewery, or “Brewpub.”    We serve fresh, hand-crafted ales and lagers produced in our 12-tank stainless steel brewery by our Head Brewer Jason Coudray.",http://anacapabrewing.com/,,N,,,,472 East Main Street,Ventura,California,93001,34.2807228,-119.2936025,805-643-2337,,Y,N,N,Y,brewpub,Brewpub,US,United States,USA,,
9M9Z5S,Anacortes Brewery,"Our brewers focus on high quality ingredients, a carefully controlled process and delicate handling to provide one of the best beers you will find in the industry. We operate a seven barrel brewery designed and installed by Sound Brewing Systems of Seattle with vessels fabricated by Ripley Stainless in British Columbia. Our brewery features a cold room specially designed for lagering to provide our beers with a traditional character and complexity.",http://www.anacortesrockfish.com/,1994,N,https://s3.amazonaws.com/brewerydbapi/brewery/U5SjmY/upload_4nQQuX-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/U5SjmY/upload_4nQQuX-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/U5SjmY/upload_4nQQuX-large.png,320 Commercial Avenue,Anacortes,Washington,98221,48.51933,-122.6125703,360-588-1720,,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1994,
lfsNEt,Anaheim Brewery,"We’re a 140-year old company that just opened. That’s right! The first Anaheim Brewery opened in 1870, in downtown Anaheim. We took a 90 year break after National Prohibition closed the taps in 1920. Today, the home of the Anaheim Brewery is the Packard Building, a 1920s structure within the city’s Historic District. Located at 336 South Anaheim Boulevard, the Packard Building is one of the anchors for Anaheim’s Colony Marketplace. Stop by our Tasting Room and enjoy a glass of “Famous Anaheim Beer!” .",http://www.anaheimbrew.com/,1870,N,https://s3.amazonaws.com/brewerydbapi/brewery/JRrnyB/upload_gLMWTj-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/JRrnyB/upload_gLMWTj-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/JRrnyB/upload_gLMWTj-large.png,336 South Anaheim Boulevard,Anaheim,California,92805,33.8327369,-117.9124534,714-780-1888,Fri:  4:00pm - 9:00pm Sat:  11:00am - 9:00pm Sun:  11:00am - 6:00pm  Friday 4 pm – 9 pm  Saturday 11 am – 9 pm   Sunday 11 am – 6 pm,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1870,
NzbBOK,Anchor Brewing Company,"Anchor Brewing Company’s roots date back to the California gold rush making it one of America’s oldest breweries. Its Anchor Steam® Beer is San Francisco’s original since 1896.     In 1965, Fritz Maytag acquired and revived the struggling brewery at a time when mass production of beer dominated and seemed unstoppable. Maytag started a revolution in beer that originated today’s craft beer movement.   An undisputed icon, Anchor is America’s first craft brewery where beers are handmade in our traditional copper brewhouse from an all-malt mash. At Anchor, we practice the time-honored art of classical brewing, employing state-of-the-art methods to ensure that our beers are always pure and fresh. We know of no brewery in the world that matches our efforts to combine traditional, natural brewing with such carefully applied, modern methods of sanitation, finishing, packaging and transporting.",http://www.anchorbrewing.com/,1896,N,https://s3.amazonaws.com/brewerydbapi/brewery/6PBXvz/upload_GcROfI-icon.png,https://s3.amazonaws.com/brewerydbapi/brewery/6PBXvz/upload_GcROfI-medium.png,https://s3.amazonaws.com/brewerydbapi/brewery/6PBXvz/upload_GcROfI-large.png,1705 Mariposa St,San Francisco,California,94107,37.7634514,-122.4007543,415-863-8350,Two tours are available each weekday by reservation only.  For tour reservations call: 415-863-8350,Y,N,N,Y,micro,Micro Brewery,US,United States,USA,1896,
