"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","extendedAddress","yearOpened","hoursOfOperation","mailingListUrl","yearClosed"
"UWtF4X","Alosta Brewing Co.","It is Alosta Brewing Co.’s mission to produce quality, craft ales and lagers, while incorporating the rich history of the San Gabriel Valley and outlying communities, into our products.","http://www.alostabrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/FGndg9/upload_rgFnYu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FGndg9/upload_rgFnYu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FGndg9/upload_rgFnYu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Glendora","California","91741","(626) 470-7897","34.140277","-117.854227","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","PO Box 2288","","","",""
"LeJZox","Alpha Brewing Co","Aggressive Ales.   Alpha Brewing Company is a St. Louis Microbrewery.","http://www.alphabrewingcompany.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/jWWHko/upload_hnXrzR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jWWHko/upload_hnXrzR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jWWHko/upload_hnXrzR-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:35","1409 Washington Ave","St. Louis","Missouri","63101","314-621-2337","38.6327356","-90.1998977","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2013","Mon:  4:00pm - 10:00pm Tue:  4:00pm - 10:00pm Wed:  3:00pm - 10:00pm Thu:  3:00pm - 10:00pm Fri:  1:00pm - 1:00am Sat:  1:00pm - 1:00am Sun:  12:00pm - 8:00pm  Mon - Tue: 4:00 pm - 10:00 pm  Wed - Thu: 3:00 pm - 10:00 pm  Fri - Sat: 1:00 pm - 1:00 am  Sun: 12:00 pm - 8:00 pm","",""
"PqZZ9S","Alphabet City Brewing Company","Established in 2012 and proud to be one of the few New York City breweries. NYC has had a rich brewing history that reaches back over 100 years. This has given ACBC a strong foundation on which to build and offers a challenge we enthusiastically embrace everyday. We started as two roommates in the Alphabet City neighborhood of the East Village of NYC brewing beer in our kitchen and are excited to be on the verge of opening a brew pub there in the near future. We love beer and love sharing our beers with friends and that's what our style of brewing is all about. It's about camaraderie and the group experience. We provide brews for the table that everyone can gather around; brews perfect for the meal you're about to have or the story about to be shared - brews for celebrations and brews for collaboration - we brew for you.","http://www.acbcnyc.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/wlbqd0/upload_beMRZx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wlbqd0/upload_beMRZx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wlbqd0/upload_beMRZx-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:36","96 Avenue C","East Village","New York","10009","(646) 422-7103","40.7236156","-73.9788459","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","Fri:  12:00pm - 2:00am Sat:  12:00pm - 2:00am  Sun thru Thu: 12 noon to 12 midnight  Fri & Sat: 12 noon to 2 am","",""
"AfyZtJ","Alpine Beer Company","Alpine Beer Company opened its doors in the fall of 2002. Years before, an interest in craft brewing developed into an actual goal for the future. There were years of home brew competitions, brew science classes, and extended beer runs thinly disguised as vacations.   The brewery went through an expansion starting in late 2008 and became operational in mid 2009. Four double sized fermentors were installed in an old garage behind the current brewery. A cold box was erected adjacent to the garage and a bottling machine with a nice labeler are housed there too. There is a small barrel shed on the shady, north side of the garage.","http://www.alpinebeerco.com/","2002","N","https://s3.amazonaws.com/brewerydbapi/brewery/vDxSPd/upload_XySOmk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vDxSPd/upload_XySOmk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vDxSPd/upload_XySOmk-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:37","2351 Alpine Boulevard","Alpine","California","91901","619-445-2337","32.8352225","-116.7628953","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2002","Tue:  12:00pm - 6:00pm, 11:00am - 10:00pm Wed:  12:00pm - 6:00pm, 11:00am - 10:00pm Thu:  12:00pm - 6:00pm, 11:00am - 10:00pm Fri:  12:00pm - 6:00pm, 11:00am - 12:00am Sat:  12:00pm - 6:00pm, 11:00am - 12:00am Sun:  12:00pm - 9:00pm  Brewery Hours:  Tues-Sat Noon-6pm    Pub Hours:  Tues-Thurs 11am-10pm  Fri/Sat 11am-Midnight  Sun Noon-9pm","",""
"mzhO2k","Alpine Brewing Co","","http://www.alpine-brewing.com/","2000","N","https://s3.amazonaws.com/brewerydbapi/brewery/uTRD6w/upload_jHpzhw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uTRD6w/upload_jHpzhw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uTRD6w/upload_jHpzhw-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","821 14th Ave","Oroville","Washington","98844","509-476-9662","48.939025","-119.43674","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","PO Box 2320","2000","","",""
"6qc3Dy","Alpine Dog Brewing Company","Alpine Dog is a term coined for Coloradans. While we do love our dogs, this term goes deeper than that. It is a reflection of the people. In Colorado we love the mountains. It's where we go to play; it's where we go to exercise, relax, make friends and have fun getting away. Whether its crushing single track on a mountain bike, tearing up the slopes on skis or a snowboardi, hiking one of CO's 54 1...See More","http://alpinedogbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/raWRpa/upload_C2hN9x-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/raWRpa/upload_C2hN9x-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/raWRpa/upload_C2hN9x-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Denver","Colorado","","(303) 895.5783","39.74001","-104.992259","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"PJQCCB","Alpirsbacher Klosterbräu","The company was founded in 1877 by Johann Gottfried Glauner by the lion was still brewing firmierende company bought as, and thus reactivated the former monastery brewery. 1880 was the company over to Carl Albert Glauner. 1906 was renamed to Alpirsbacher Klosterbräu. The company was and is consistently in the family Glauner. The Executive Board comprises the Managing Director and Carl Markus Schlör Glauner and three new officers.    The Alpirsbacher Klosterbräu Glauner GmbH & Co.KG produces and sells beer. In addition, the company acquires and manages investments in industrial and commercial enterprises. The company, with special Alpirsbacher quality leader in Baden-Wuerttemberg export beer market. It employs 80 staff and has annual turnover of 20 million € (2007). Seat and the only production site is Alpirsbach.    A special feature of the brewery is a special pipeline , which spatially separate the brewery bottling combines.","http://www.alpirsbacher.de/","1877","N","https://s3.amazonaws.com/brewerydbapi/brewery/XXgGZ4/upload_lOB7Eo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XXgGZ4/upload_lOB7Eo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XXgGZ4/upload_lOB7Eo-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Marktplatz 1","Alpirsbach","Baden-Wrttemberg","","49-(0)7444-/-67-0","48.34566","8.40305","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","1877","","",""
"GTEB1X","Alsfelder Brauerei AG","","http://www.alsfelder.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grünberger Straße 68","","Alsfeld","36304","","50.752645","9.26948","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"O4qGIu","Alt Oberurseler Brauhaus","","http://www.meinbier.de/","1994","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ackergasse 13","Oberursel","Hesse","61440","","50.202866","8.578868","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"NZakfr","Alt-Gießen Gasthausbrauerei","","","1991","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Westanlage 30-32","Gießen","Hessen","D-35390","","50.586449","8.677055","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"jAKrNP","Altamont Beer Works","Livermore is no longer only wine country! Altamont Beer Works is Livermore's future local brewery; owned and operated by Stephen Sartori and Greg Robles. Keep posted for updates and opening projections. Cheers!","http://altamontbeerworks.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/TuFFz1/upload_gdRFU5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TuFFz1/upload_gdRFU5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TuFFz1/upload_gdRFU5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2402 Research Drive","Livermore","California","94550","(925) 294-8970","37.675666","-121.721036","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"uNEYgw","Altamont Brewing Company","Brewer Gordon Kear, former brewer for Flagstaff Brewing Company for the past six years, and business partner Ben Wiggins wanted to bring more coolness to West Asheville. Their way of doing it, build a brewing company and bar with all the best Asheville has to offer. Known locally as “the bar”, the Altamont boasts a wide open floor plan with regulation ping-pong, a foosball table and single disc-golf basket. The place hosts a variety of musicians and dj’s weekly plus open mic-night every tuesday. While the brewing facility is still a work-in-progress, the Altamont has some of the finest locals on tap.    We're here make great beer people enjoy and provide a great place for drinking it! The Altamont is not your average bar. Kayaks are stored behind the bar, cyclists can ride right in, and dogs lounge around, asking for pretzel handouts.","http://www.altamontbrewingcompany.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/l14zbU/upload_RsEiqz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/l14zbU/upload_RsEiqz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/l14zbU/upload_RsEiqz-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:38","1042 Haywood Rd","Asheville","North Carolina","28806","828-575-2400","35.581536","-82.604315","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","","Mon:  4:00pm - 2:00am Tue:  4:00pm - 2:00am Wed:  4:00pm - 2:00am Thu:  4:00pm - 2:00am Fri:  12:00pm - 2:00am Sat:  12:00pm - 2:00am Sun:  12:00pm - 2:00am  Mon - Thu: 4:00 pm - 2:00 am  Fri - Sun: 12:00 pm - 2:00 am","",""
"UMdKmQ","Alte Ölmühle","With the start of the brewery in November 2009, Wittenberge began brewing it's own beer after nearly 20 years. Three beers are produced here and served on tap: a mildly bitter beer, a full-bodied and a special dark beer with a higher Spezialmalzgehalt and stronger hop aroma. All three beers have an original gravity of approximately 12% to 14% and an alcohol content of about 5%. Our brewery consists of a two-vessel brewhouse, which can be seen in the tap room.","","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/6gM8vr/upload_Hpdrp0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6gM8vr/upload_Hpdrp0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6gM8vr/upload_Hpdrp0-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 20:33:26","Bad Wilsnacker Straße 52","","Wittenberge","D-19322","+49 (0)3877","","","Y","N","N","Y","brewpub","Brewpub","DE","Germany","DEU","276","","2009","Open Wednesday-Sunday at 11:00am","",""
"PaanC3","Altenauer Brauerei","","http://www.altenauer-brauerei.de/","1617","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Marktplatz 1","Alpirsbach","Niedersachsen","72275","","48.345711","8.402673","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"9FT7uk","Altenburger Brauerei","","http://www.brauerei-altenburg.de/","1871","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brauereistraße 20","Altenburg","Thuringia","04600","","50.98357","12.43639","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"iItvMx","Altenrüthener Hausbrauerei","","","1994","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Altenrüthener Straße 7","Altenrüthen Rüthen","Nordrhein-Westfalen","D-59602","","51.491564","8.431295","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"cWMMWU","Alter Dessauer","","http://www.alter-dessauer.de/","2001","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lange Gasse 16","Dessau","Saxony-Anhalt","06844","","51.83551","12.24556","Y","N","N","Y","brewpub","Brewpub","DE","Germany","DEU","276","","","","",""
"ARtfG8","Altes Brauhaus zu Fallersleben","","","1765","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Schloßplatz 4","Wolfsburg-Fallersleben","Niedersachsen","D-38442","","52.41844","10.71601","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"1d90Lc","Altitude Chophouse & Brewery","Our brewery, which is nestled inside of our dining room walls, is primarily an ale producing brewery. Ninety five percent of all the beer we brew at Altitude is ale, including our award winning 7200’ Stout and Rosebud Strong Ale.    Our beer is brewed using single step and multi-step infusion mashing, which is patterned off the British brewing tradition.  All of our beer is made from four basic ingredients: malt, hops, yeast and water. Our recipes use American malts, hops from Europe and America, and yeast cultured from the traditional yeast stocks found throughout the world. We do not filter our beer.    We brew over 20 styles of beer throughout the year. We offer eight beers on tap year round and we pour up to three specialty beers at any given time.    We invite you to try Altitude’s microbrews and we hope you’ll like them as much as we do!","http://www.Altitudechophouse.com/","1999","N","","","","verified","Verified","2012-01-03 02:41:33","2014-08-25 19:12:39","320 South 2nd St.","Laramie","Wyoming","82070","307-721-4031","41.3103382","-105.595231","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","1999","Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 10:00pm Sat:  11:00am - 10:00pm  Mon - Sat: 11:00 am - 10:00 pm","",""
"2DdatF","Altstadtbrauerei Marienbräu","","http://www.marienbraeu.com/","2009","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Apothekerstraße 1","Jever","Lower Saxony","26441","","53.574005","7.903278","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"xYzWlL","Altstadtbrauhaus zum Stadtkrug","","http://www.altstadtbrauhaus.de/","1936","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wismarsche Straße 126","Schwerin","Mecklenburg-Vorpommern","19053","","53.629808","11.410409","Y","N","N","Y","brewpub","Brewpub","DE","Germany","DEU","276","","","","",""
"alL5xh","Alvarado Street Brewery & Grill","Neighborhood brewpub with an ingredient driven, locally sourced menu, harmonizing the flavors and aromas of our beer with that of our food.","http://www.alvaradostreetbrewery.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/g2d9B7/upload_90vPf8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/g2d9B7/upload_90vPf8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/g2d9B7/upload_90vPf8-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-21 15:11:46","426 Alvarado St","Monterey","California","93940","(831) 655-2337","36.599312","-121.894919","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","Mon:  11:00am - 11:00pm Tue:  11:00am - 11:00pm Wed:  11:00am - 11:00pm Thu:  11:00am - 11:00pm Fri:  11:00am - 11:00pm Sat:  11:00am - 11:00pm Sun:  11:00am - 11:00pm  ","",""
