"id","name","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","extendedAddress","locality","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","phone","numberCode","images__icon","images__medium","images__large","description","hoursOfOperation","yearOpened","mailingListUrl","isoCode","yearClosed"
"dSo7uT","Lodi Beer Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 South School Street","","Lodi","California","95240","38.132821","-121.273815","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","www.lodibeercompany.com","","209-368-9931","","https://s3.amazonaws.com/brewerydbapi/brewery/mzDbI2/upload_rme8Y0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mzDbI2/upload_rme8Y0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mzDbI2/upload_rme8Y0-large.png","At the Lodi Beer Company, most days you’ll find the staff minding your pints and quarts. Our old world atmosphere and the friendly, fun personalities of the people who work here, give the wood, stone and steel architecture the warmth of a bygone era. Since opening LBC it has been a place for families and friends to relax, eat lots of great food and have a pint of beer. To add to all of that we also have a full bar ready to accommodate the non beer drinkers, we know you are out there so don't be shy and give us a try.","","","","",""
"FmWw3u","Hickory","N","verified","Verified","2012-01-03 02:41:33","2014-08-31 16:05:20","2033 North Center St","","Hickory","North Carolina","28601","35.7597287","-81.3345216","N","N","Y","N","micro","Micro Brewery","US","United States","USA","http://www.loesbrewing.com/","2010","828-781-5761","","https://s3.amazonaws.com/brewerydbapi/brewery/SHa2O7/upload_6nM4cy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SHa2O7/upload_6nM4cy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SHa2O7/upload_6nM4cy-large.png","Loe's Brewing Company  is a small craft brewery located in Hickory North Carolina. We specialize in handcrafted artisanal lagers and ales. We are one of the smallest breweries in North Carolina and also one of the smallest in the country. We have a 1.5 bbl brewhouse , 1 and 3 bbl fermentation tanks. Being so small we can afford to take more time and effort into our beers. We utilize many ingredients from all over the world, selecting only the finest grains, cultured yeast, fresh whole hops, and  our mountain water that is perfect for producing the best beers possible.  Another advantage of being small is that we can produce a wide variety of styles so our selection will always be changing. We will produce beers that fit the season and year round classics. Loe's Brewing takes pride in producing the finest handcrafted beers, and we are sure that once you try our beer you will agree that bigger is not always better , and will notice the difference that craft beer has to offer.  Cheers- The Loe's Brewing Team","Our taproom hours will be Fri, Sat, Sun  2pm -10pm.  Longer hours available on request.","2010","","","2012"
"i5InUU","Granite Falls","","verified","Verified","2012-01-03 02:41:33","2014-08-31 16:04:19","47 Duke Street","","Granite Falls","North Carolina","28630","35.7948892","-81.4299923","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","http://www.loesbrewing.com","","(828) 781-5761","","","","","","Thu - Sat: 2:00 pm - 10:00 pm","2013","","",""
"s6FkDL","Logan Shaw Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1250 Connecticut Ave NW","#625","Washington","District of Columbia","20036","38.906804","-77.041878","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://loganshawbrewery.com/","","202-579-9309","","","","","First and foremost, we're all beer lovers! Having said that, the Logan Shaw Brewing Company (LSBC) brings a team of managers who are experts in business, construction, beverage alcohol, retail, science, and finance. The majority of the team is from the Maryland area and has created many business and personal relationships throughout the region, which will be an integral component to the company since acquiring Wild Goose Ale.","","","","",""
"dVBlzP","Logboat Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","504 Fay St.","","Columbia","Missouri","65201","38.9573449","-92.322467","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.logboatbrewing.com/","","(573) 397-6786","","https://s3.amazonaws.com/brewerydbapi/brewery/03ZT7P/upload_mClFjC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/03ZT7P/upload_mClFjC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/03ZT7P/upload_mClFjC-large.png","","Tuesday - Thursday: 3p-10p  Friday: 3p-12a  Saturday: 12p-12a","2014","","",""
"UPyYMm","Logjam Microbrewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","B-4864 County Rd. F","","Unity","Wisconsin","54488","44.85044","-90.316059","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.logjambeer.com/","","715-223-4336","","","","","Originally started in Tomahawk, WI.  LogJam Microbrewery is under new ownership and located in Unity, WI at Monster World campground.","","","","",""
"79w2lj","Logsdon Farmhouse Ales","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4785 Booth Hill Rd.","","Hood River","Oregon","97031","45.588501","-121.536293","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.farmhousebeer.com/","2011","(541) 490-9161","","https://s3.amazonaws.com/brewerydbapi/brewery/n7ntmy/upload_SPuYS8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/n7ntmy/upload_SPuYS8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/n7ntmy/upload_SPuYS8-large.png","Small farm brewery located in the upper Hood River Valley, OR.    We strive to create unique and intriguing beer. In the farmhouse brewery spirit, we use certified organic ingredients such as whole leaf hops, barley and wheat malts, groats(whole oats), and several strains of yeast. These are combined to make a product of uncompromising quality.","","","","",""
"pa0C46","Lompoc Tavern","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1620 NW 23rd Ave","","Portland","Oregon","97201","45.5343531","-122.6985802","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.newoldlompoc.com/lompoc_home.html","1996","503-225-1855","","https://s3.amazonaws.com/brewerydbapi/brewery/gPm93w/upload_vNNzqK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gPm93w/upload_vNNzqK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gPm93w/upload_vNNzqK-large.png","The New Old Lompoc opened on May 6th, 2000. But the Old Lompoc Brewery (as it was formerly know) has been producing handcrafted ales and lagers since December 1996, while the tavern has been open since 1993.    The name originally came from the movie ‘The Bank Dick’ starring W.C. Fields and Mae West. Most of the movie took place in the ‘Old Lompoc House’, which was the local watering hole as well as a boarding house.    Our food menu is an excellent array of Northwest pub fare with a great selection of entrees, soups and salads. We have also remodeled the patio and added a sun deck.","Mon – Thurs  11AM – 1AM  Fri – Sat  11AM – 2AM  Sunday  11AM – midnight    HAPPY HOURS  4 – 6pm & 10pm – Close","1993","","",""
"DeqSN0","Fifth Quadrant","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3901 N Williams Ave","","Portland","Oregon","97212","45.5509678","-122.6668533","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.lompocbrewing.com/","","503-288-3996","","","","","","HOURS  Mon – Th  11AM-12AM  Fri – Sat  11AM-1AM  Sun  11AM – 11PM    HAPPY HOURS  4 – 6pm & 10pm – Close","","","",""
"pyZGWR","Oaks Bottom","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1621 SE Bybee Blvd","","Portland","Oregon","97202","45.4739193","-122.6494053","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.lompocbrewing.com/","","503-232-1728","","","","","","HOURS  Mon – Sat  11:30AM – 12AM  Sun  11:30AM -10PM    HAPPY HOURS  3 – 6pm & 9pm – Close.","","","",""
"SII4fs","Hedge House","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3412 SE Division St","","Portland","Oregon","97202","45.5045708","-122.6292154","N","N","N","Y","restaurant","Restaurant/Ale House","US","United States","USA","http://www.lompocbrewing.com/","","503-235-2215","","","","","","HOURS  Sun – Mon  11:30AM – 11PM  Tue – Sat  11:30AM – 12AM    HAPPY HOURS  4 – 6pm & 10pm – Close","","","",""
"4c0spJ","Sidebar","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3901 N Williams Ave","","Portland","Oregon","97227","45.5510471","-122.6668844","N","N","N","Y","tasting","Tasting Room","US","United States","USA","http://www.lompocbrewing.com/","","503-288-3996","","","","","","HOURS  Wed – Thurs  4 – 10PM  Fri – Sat  4 – 11PM  Closed Sun – Tues    HAPPY HOUR FOOD  Wed – Sat, 4 – 6pm","","","",""
"L4X1Z5","London Fields Brewery","Y","verified","Verified","2012-01-03 02:41:33","2014-09-26 14:15:55","366 Warburton Street","","","London","E8 3RR","51.5383792","-0.058385","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","http://londonfieldsbrewery.co.uk/","","+44 20 7254 7174","826","https://s3.amazonaws.com/brewerydbapi/brewery/XlVdya/upload_BLvg8T-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XlVdya/upload_BLvg8T-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XlVdya/upload_BLvg8T-large.png","Inspired by a drought of craft beer in Hackney – one of the most culturally vibrant areas in London – we thought it was about time Hackney had its very own brewery to provide home grown, handcrafted beers alongside the ever increasing amount of craft products being produced here. In August 2011, London Fields Brewery was born, based in the centre of Hackney, under the railway arches next to the oasis of greenery within the smoke that is London Fields itself. Now a part of a growing number of fine breweries in Hackney and London, we are proud to help spread the word of craft beer around the country and put Hackney on the map as a destination for great beer.","Mon - Fri: 9:00 am - 12:00 am  Sat - Sun: 12:00 pm - 12:00 am","","","",""
"j3QAfe","Lone Peak Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","48 Market Place","PO Box 161773","Big Sky","Montana","59716","45.263322","-111.298811","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lonepeakbrewery.com/","","406-995-3939","","https://s3.amazonaws.com/brewerydbapi/brewery/ULRVjx/upload_GYlMaL-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ULRVjx/upload_GYlMaL-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ULRVjx/upload_GYlMaL-large.png","Lone Peak Brewery is located in the Meadow Village Center, next to the Big Sky Post Office and Country Market. The ""Brewski"" building not only home to the First and only microbrewery in Big Sky, but home to the Gallatin River Gallery, a quaint gallery of local artists. Follow the highway signs from Highway 191 to Highway 64 and stop on by for a sample or pint of the best brew around. I kid you not!","","","","",""
"LN8yp5","Lone Pint Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","507 Commerce St","","Magnolia","Texas","77355","30.208685","-95.751524","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lonepint.com/","2012","713-304-5069","","https://s3.amazonaws.com/brewerydbapi/brewery/pQw6oS/upload_wIwMwq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pQw6oS/upload_wIwMwq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pQw6oS/upload_wIwMwq-large.png","Scrumptious Texas Hoppy Ales","","","","",""
"xgrmyW","Lone Tree Brewery","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Abu Cleb Recreational Park","","Gush Etzion","","90909","","","Y","N","N","Y","micro","Micro Brewery","IL","Israel","ISR","http://www.LoneTreeBrewery.com/","2009","0505-306-036","376","https://s3.amazonaws.com/brewerydbapi/brewery/e9z9co/upload_DsZMGA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/e9z9co/upload_DsZMGA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/e9z9co/upload_DsZMGA-large.png","Lone Tree Brewery: Micro-brewery in Gush Etzion. We produce crafted beers using only natural ingredients. E Mail info@LoneTreeBrewery.com Lone Tree is: John and Susan Levin David and Myriam Shire All are products are ""Kosher Mehadrin, Gush Etzion""","","2009","","",""
"a0ab7x","Lone Tree Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8200 Park Meadows Drive","Suite 8222","Lone Tree","Colorado","80124","39.5629781","-104.894501","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.lonetreebrewingco.com/","2011","303-792-5822","","https://s3.amazonaws.com/brewerydbapi/brewery/YOdPoo/upload_CbqbTk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/YOdPoo/upload_CbqbTk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/YOdPoo/upload_CbqbTk-large.png","A craft brewery and tasting room: Small and family friendly, with an emphasis on sampling small-batch brews and sharing the experience with fellow beer lovers.","Mon - Thu: 12:00 pm - 8:00 pm  Fri: 12:00 pm - 10:00 pm  Sat: 11:00 am - 10:00 pm  Sun: 11:00 am - 8:00 pm","2011","","",""
"CKJPHO","Lonerider Brewing Company","N","verified","Verified","2012-01-03 02:41:33","2014-08-31 13:50:20","8816 Gulf Ct","Suite #100","Raleigh","North Carolina","27617","35.903672","-78.762493","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.loneriderbeer.com/","2009","919-442-8004","","https://s3.amazonaws.com/brewerydbapi/brewery/d25euF/upload_4OAxrZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/d25euF/upload_4OAxrZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/d25euF/upload_4OAxrZ-large.png","We opened our doors on January 23rd, 2009 and since then we have been impressed with the enthusiasm of craft beer aficionados we meet daily. The craft brewing industry is booming and you can find a tremendous variety out there. North Carolina has undoubtedly become the Southern State for beer with Asheville reigning supreme and Raleigh/Durham/CH not far behind. We hope you continue to support the variety and encourage new brewers to experiment with and craft new styles for everybody’s pleasure.    ""Effect change; don't be an audience. Walk your own path, and instead of thinking outside the box, imagine if there was no box.""","Mon:  2:00pm - 10:00pm Tue:  2:00pm - 10:00pm Wed:  2:00pm - 10:00pm Thu:  2:00pm - 10:00pm Fri:  2:00pm - 11:00pm Sat:  2:00pm - 11:00pm Sun:  2:00pm - 7:00pm  ","2009","","",""
