"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"rfXHD7","Hilliard's Beer","http://hilliardsbeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1550 NW 49th Street","Seattle","Washington","98107","206-465-0078","47.6644943","-122.3779255","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","We opened our doors in October, 2011 with focus on beer in cans.  Founded by Ryan Hilliard and Adam Merkl, we now have a much larger crew and even more beer.    We self-distribute canned and draft beer to bars and restaurants within Seattle and have a 1 case minimum.  Please contact Adam Merkl at 206-915-3303 or adam@hilliardsbeer.com for info.  Off-premise sales within Seattle as well as on and off-premise sales of our canned beer outside Seattle is handled by our distributor, Noble.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/o4FfAx/upload_cWw1PQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/o4FfAx/upload_cWw1PQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/o4FfAx/upload_cWw1PQ-large.png","Monday-Friday 9 am until 5 pm","","2011","","",""
"7HKWEC","Hillsboro Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","815 Water Ave.","Hillsboro","Wisconsin","54634","(608) 489-7486","43.6510107","-90.3396225","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"TzG5MY","Hilton Head Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7 Greenwood Dr","Hilton Head Island","South Carolina","29928","843-785-3900","32.1552034","-80.7646337","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","","","","",""
"6IytVz","Himmelberger Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Billings","Montana","","406-252-1200","45.82255","-108.458039","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","PO Box 22272","","","",""
"ichhfQ","Hingham Beer Works","http://www.beerworks.net/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","18 Shipyard Dr","Hingham","Massachusetts","02043","781-749-2337","42.2494051","-70.9225384","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2010","","","","","","","","",""
"KwQVor","Hinterland Brewery","http://www.hinterlandbeer.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","313 Dousman Street","Green Bay","Wisconsin","54303","920-438-8050","44.5191303","-88.0196139","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Hinterland is a small artisinal brewery devoted to brewing world class beer. Founded in 1995, by Bill & Michelle Tressler, Hinterland makes it's home in a turn of the century meat packing warehouse. Our award-winning beer can be found throughout Wisconsin's finest restaurants, taverns, grocery stores or anywhere craft beer is sold.In addition, Hinterland beer is served at our restaurant attached to the brewery in Green Bay as well as Hinterland Erie Street Gastropub in Milwaukee's Third Ward District and at our affiliated restaurant The Whistling Swan Inn & Restaurant in Fish Creek, WI.","","1995","https://s3.amazonaws.com/brewerydbapi/brewery/GyxTPI/upload_1QJp1f-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GyxTPI/upload_1QJp1f-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GyxTPI/upload_1QJp1f-large.png","","","1995","","",""
"1dr2dN","Hirsch-Brauerei Honer","http://www.hirschbrauerei.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Friedrichstraße 34","Wurmlingen","Baden-Württemberg","78573","","26.282831","-98.308839","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"smwzAy","Hirschbräu","http://www.hirschbraeu.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grüntenstraße 7","Sonthofen","Bavaria","87527","","47.496718","10.236229","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","2008","","","","","","","","",""
"xG9JyI","Hirschbräu Privatbrauerei Höss","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grntenstrae 7","Sonthofen","Bayern","","49-(0)8321-/-6633-0","47.513206","10.2789569","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"hv2tCN","Hirschbrauerei Flözlingen","http://www.hirsch-braeu.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Eschachstraße 15","Zimmern","","78658","","48.15918","8.54302","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1793","","","","","","","","",""
"tU80tJ","Hirschbrauerei Heubach L. Mayer","http://www.heubacher.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hauptstraße 99","Heubach","Baden-Württemberg","73540","","48.761009","8.23147","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1725","","","","","","","","",""
"W7AoaV","Hirschbrauerei Schilling","http://www.boehringer-biere.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Aglishardterstraße 37","Römerstein-Böhringen","Baden-Württemberg","72587","","36.23536","-91.854815","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1826","","","","","","","","",""
"gAVPOI","Hirschbrauerei Söhnstetten","http://www.steinheim.com/de/hirschbrauerei/","N","verified","Verified","2012-01-03 02:41:33","2014-07-29 11:29:33","Heidenheimer Straße 27","Söhnstetten","Baden-Württemberg","89555","","39.528486","-119.804382","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1896","","","","","","","","",""
"KElhLo","Hirschenbrauerei","http://www.hirschenbrauerei.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Goethestraße 21","Waldkirch","","79183","","48.093616","7.960497","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","1868","","","","","","","","",""
"XSBeQp","Historic Brewing Company","http://www.historicbrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4366 E Huntington Drive","Flagstaff","Arizona","86004","(855) 484-4677","35.2185593","-111.5866347","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Historic Brewing Co. is a Flagstaff, AZ based brewery. We believe in making damn good craft beer and bringing the local community together. As a family company established in 2013, Historic Brewing Company is proud to brew in the woods of Flagstaff and celebrate craft beer with local ingredients and a kickass attitude. We are a company rooted in passion, quality brewing methods, and good ol' fashioned hustle.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/9xpyfY/upload_V79fZs-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9xpyfY/upload_V79fZs-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9xpyfY/upload_V79fZs-large.png","Wed - Fri: 5:00 pm - 9:00 pm","","2013","","",""
"Mhg1uh","Hitchhiker Brewing Co.","http://www.hitchhikerbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","190 Castle Shannon Blvd","Pittsburgh","Pennsylvania","15228","(412) 343-1950","40.3777216","-80.0407084","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Hitchhiker Brewing produces high quality, unique and distinctive beers for the craft beer lover. Our beer is hand crafted on site and you will always be guaranteed a quality beer.     Our brewpub is located in the heart of Mount Lebanon. We have an inviting space where you can take a growler of our fresh beer to go, or come in and stay for a pint. Our knowledgeable beer staff will guide you through a great beer experience. We are committed to brewing the best beer possible with the lowest environmental impact.","","","https://s3.amazonaws.com/brewerydbapi/brewery/8G9vh7/upload_txQXUo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8G9vh7/upload_txQXUo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8G9vh7/upload_txQXUo-large.png","Sunday: 12pm - 6pm  Monday: Closed  Tueday: Closed  Wednesday: 3pm - 11pm  Thursday: 3pm - 11pm  Friday: 12pm - 11pm  Saturday: 12pm - 11pm","","","","",""
"ZZs87j","KOREA, REPUBLIC OF","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Seoul","","","","37.557121","126.977379","Y","N","N","Y","micro","Micro Brewery","KR","Korea, Republic of","KOR","Hite Brewery Company Limited is a South Korean brewery company headquartered in Yeongdeungpo-gu, Seoul. Its main products are beer, rice wine, and mineral water. The company was established as Chosun Breweries in 1933. In 2001 the company had three factories, and in 2002 its share of the domestic beer market was some 55%, up from 30% in 1992.","410","","","","","","","","","","KR"
"cHZPbY","Hob Knob Brewing Company","http://hobknobbrewery.blogspot.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Cornelius","North Carolina","","","35.48158","-80.859022","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/SvPqW6/upload_xVSh4d-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SvPqW6/upload_xVSh4d-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SvPqW6/upload_xVSh4d-large.png","","","","","",""
"O625LN","Hobbs Tavern & Brewing Company","http://www.hobbstavern.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2415 White Mountain Highway","West Ossipee","New Hampshire","03890","","43.8189172","-71.2003308","Y","Y","N","Y","brewpub","Brewpub","US","United States","USA","","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/cvPDjX/upload_87sRod-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cvPDjX/upload_87sRod-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cvPDjX/upload_87sRod-large.png","","","","","",""
"9hNPxR","Hobbybrouwerij Het Nest","http://www.brouwerijhetnest.be/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Veldstraat 22","","Turnhout","2300","+32 486 41 23 25","51.3206342","4.9527354","Y","N","N","Y","micro","Micro Brewery","BE","Belgium","BEL","","56","","","","","","","","","",""
"E1VfV7","Hochdorfer Kronenbrauerei Otto Haizmann KG","http://www.hochdorfer.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Rottweiler Straße 16","Nagold","Baden-Württemberg","72202","","34.739651","-92.275049","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"wYUVVF","Hochstädter Landbier","http://www.hochstaedter-landbier.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bischofsheimer Straße 13","Maintal-Hochstadt","Hesse","63477","","50.151353","8.831394","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","2007","","","","","","","","",""
"BtawHA","Hochstiftliches Brauhaus","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Brckenauer Strae 6","Motten","Bayern","","49-(0)9748-/-71-0","50.3949525","9.7722922","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"POfH6l","Hochwälder Braugasthaus","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Zum Stausee 190","Losheim am See","Saarland","D-66679","","49.519751","6.741444","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"oDJkQb","Hocking Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Newark","Ohio","","740-331-2898","40.060215","-82.404264","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"QX2Ya2","Hockley Valley Brewing Company","http://www.hockleybeer.ca/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","25 Centennial Rd","Orangeville","Ontario","L9W 1R1","519-941-8887","43.9128271","-80.1075394","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","","124","2002","","","","","","2002","","",""
"2qlMjT","Hoepfner Privatbrauerei","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Haid-und-Neu-Strae 18","Karlsruhe","Baden-Wrttemberg","","49-(0)721-/-6183-0","49.01263","8.42692","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"XwFL1P","Hofbrauerei Krongut Bornstedt","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ribbeckstr. 6–7","Potsdam","Brandenburg","14469","","52.408463","13.030178","N","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","2002","","","","","","","","",""
"BzJnwS","Hofbräuhaus München","http://www.hofbraeuhaus.de/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Am Platzl 9","München","Bayern","","49-(0)89-/-92105-0","48.1373073","11.580357","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","The Hofbräuhaus am Platzl, Munich's famous “hofbrauhaus” was founded in 1589 by the Duke of Bavaria, Wilhelm V. It is one of Munich's oldest beer halls. It was originally founded as the brewery to the old Royal Residence, which at that time was situated just around the corner from where the beer hall stands today. The beer quickly became world famous thanks to the first brewer, Heimeran Pongratz, and the famous ""Bavarian Beer Purity Law"" of 1516 that stated that only natural ingredients could be used in the brewing process. In fact, the beer became so famous that it once saved the city from annihilation. When King Gustavus Adolphus of Sweden invaded Bavaria during the Thirty Years' War in 1632, he threatened to sack and burn the entire city of Munich. He agreed to leave the city in peace if the citizens surrendered some hostages, and 600,000 barrels of Hofbräuhaus beer.","276","1589","https://s3.amazonaws.com/brewerydbapi/brewery/4rlPFf/upload_4Q1DyU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4rlPFf/upload_4Q1DyU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4rlPFf/upload_4Q1DyU-large.png","Daily 9:00am - 11:30pm","","","","",""
"xjFR3S","Hofbräuhaus Chicago","http://www.hofbrauhauschicago.com/","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5500 Park Place","Rosemont","Illinois","60018","(847) 671-2739","41.9785694","-87.8675649","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","Mon - Wed: 11:00 am - 11:00 pm  Thu: 11:00 am - 12:00 am  Fri - Sat: 11:00 am - 2:00 am  Sun: 11:00 am - 11:00 pm","","2013","","",""
