"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"IqPdv8","Naples Beach Brewery","The Naples Beach Brewery is a family owned craft brewery founded with the sole purpose of helping beer drinkers who are disappointed with their current beer selection and are also frustrated with not being able to drink high quality local craft beer. We will make it a point to source local ingredients and products for use along the path from grain to glass. The brewery will begin brewing on modest sized equipment handcrafting small batch ales for the local community and surrounding areas.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Naples","Florida","34104","(239) 304-8795","26.160687","-81.7584538","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.naplesbeachbrewery.com/","2011","https://s3.amazonaws.com/brewerydbapi/brewery/plRvOg/upload_4EJErm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/plRvOg/upload_4EJErm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/plRvOg/upload_4EJErm-large.png","4110 Enterprise Ave.","","2011","Friday, Jan 4: 4pm-8pm  Saturday, Jan 5: 3pm-7pm","Suite 217","","",""
"lJDA6m","Narragansett Brewing Company","Narragansett Beer is New England's oldest beer, founded in 1890. It was the #1 beer New England from 1919 through the 1970's and the official beer of the Red Sox for over 30 years. It's now one of the fastest growing beers in New England and was winner of the Bronze Medal at the 2008 World Beer Cup.    Narragansett has always been for New Englanders. That's why in these especially troubling times, we want to build a brand new brewery in the heart of New England. The brewery would provide a slew of new jobs and help stimulate New England's economy. We need to sell 7.5 million cases of beer a year to be able to make it all happen. And to do that, we need you! So Drink your part! You buy a case, we build a brewery.","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:41:03","Providence","Rhode Island","02903","401-437-8970","41.8190249","-71.4097368","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.narragansettbeer.com/","1890","https://s3.amazonaws.com/brewerydbapi/brewery/mGqkXE/upload_wVgfPx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mGqkXE/upload_wVgfPx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mGqkXE/upload_wVgfPx-large.png","60 Ship Street","","1890","","","","",""
"NcvyGD","Narrow Gauge Brewing Co/Granary Brewpub","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Farmington","Maine","04938","207-645-3202","44.670745","-70.152483","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","","147 Pleasant St","","","","","","",""
"ZLnDUY","Narrows Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Tacoma","Washington","98466","(253) 327-1400","47.24412","-122.557862","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://narrowsbrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/xDzvQP/upload_kR3dSA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xDzvQP/upload_kR3dSA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xDzvQP/upload_kR3dSA-large.png","9007 S 19th ST","","","Mon - Thu: 11:00 am - 9:00 pm  Fri - Sat: 11:00 am - 10:00 pm  Sun: 11:00 am - 9:00 pm","STE 200","","",""
"cGNaZ5","Nashoba Valley Winery","Our brewery was established in 2004 to provide a wide range of flavorful Ales and Lagers, brewed and packaged on site at our picturesque farm. Each beer is hand crafted in small batches, employing both traditional brewing methods and American craft-brewing creativity. We offer our fine micro-brewed beers on draft with your meal at J’s Restaurant and for sale at our Wine Shoppe.    We mill our grain on site and grow hops used in our operations. All beers are 100% brewed and packaged on site. There are no additives or preservatives in our beers.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Bolton","Massachusetts","01740","978-779-5521","42.4318206","-71.6132766","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://nashobawinery.com/","2004","","","","100 Wattaquadoc Hill Road","","2004","Monday: 10:00-5:00  Tuesday: 10:00-5:00  Wednesday: 10:00-5:00  Thursday: 10:00-5:00  Friday: 10:00-6:00  Saturday: 10:00-6:00  Sunday: 10:00-5:00","","","",""
"Ea6OiW","Natian Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Portland","Oregon","97232","971-678-7116","45.523978","-122.652137","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.natianbrewery.com/","","","","","1321 Northeast Couch Street","","","","","","",""
"qtpCrx","National Breweries","Zimbabwe's National Brewery.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","","","Y","N","N","Y","micro","Micro Brewery","ZW","Zimbabwe","ZWE","","","","","","","716","","","","","",""
"TDY11O","Native Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Fort Lauderdale","Florida","33316","954-629-7971","26.102767","-80.139552","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.nativebrewingco.com/","","","","","1520 SE 3rd Ave","","","","","","",""
"Mu5Kkh","Greensboro","Natty Greene's Pub and Brewing Company is one of the most frequented restaurants in the downtown area and in Greensboro. Natty's offers a variety of menu items such as platters, appetizers, beverages and specialty housecrafted brew on tap along with a sports bar atmosphere and patio dining available. Great restaurant for all ages. Childrens menu available.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Greensboro","North Carolina","27401","336-274-1373","36.069368","-79.790431","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://nattygreenes.com","2004","https://s3.amazonaws.com/brewerydbapi/brewery/rfXHD7/upload_bmIqSY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/rfXHD7/upload_bmIqSY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/rfXHD7/upload_bmIqSY-large.png","345 S. Elm St.","","2004","","","","",""
"zDo8u8","Raleigh","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Raleigh","North Carolina","27603","919-232-2477","35.7827192","-78.6464118","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://nattygreenes.com/raleigh/","","","","","505 W. Jones St.","","2004","","","","",""
"Cqkjwu","Production","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Greensboro","North Carolina","27403","(336) 274-1373","36.060906","-79.824978","N","N","N","N","production","Production Facility","US","United States","USA","","","","","","1918 W Lee St","","2004","","","","",""
"HWad7H","Naukabout Beer Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Cape Cod","Massachusetts","","","41.6729278","-70.3390868","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://naukabout.com/","2006","https://s3.amazonaws.com/brewerydbapi/brewery/QlLikG/upload_HPPVas-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QlLikG/upload_HPPVas-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QlLikG/upload_HPPVas-large.png","","","","","","","",""
"5XGpAp","Naumko Brewing Company, LLC","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Sunrise","Florida","","954-495-9395","26.168707","-80.294942","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","","",""
"KvSwJR","Navigation Brewing Company","Our passion is brewing quality handcrafted ales.","N","verified","Verified","2012-01-03 02:41:33","2014-10-29 13:54:36","Lowell","MA","01852","","42.6265723","-71.3031653","N","N","N","Y","nano","Nano Brewery","US","United States","USA","www.navigationbrewing.com","","https://s3.amazonaws.com/brewerydbapi/brewery/XcRYiw/upload_myDjWX-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XcRYiw/upload_myDjWX-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XcRYiw/upload_myDjWX-large.png","45 Meadowcroft Street","","","","","","",""
"hqzdKG","Brewpub","Nebraska Brewing Company was formed in November of 2007 and has established itself as a Midwest Innovator of quality Craft Beers and artisanal Barrel-Aged Products. Building on a reputation for quality, flavor, and creativity, Nebraska Brewing Company strives to be a stand-out in an ever growing field. Nebraska Brewing Company is proud to be locally owned and locally operated. Small, independent, and pushing the envelope.    Brewpub est. Nov'07  Production Facility Jan'14","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 18:45:08","Papillion","Nebraska","68046","402-934-7100","41.1369088","-96.0294849","N","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.nebraskabrewingco.com/","2007","https://s3.amazonaws.com/brewerydbapi/brewery/qcAp7N/upload_t8IA4y-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/qcAp7N/upload_t8IA4y-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/qcAp7N/upload_t8IA4y-large.png","7474 Towne Center Parkway #101","","2007","Mon:  11:00am - 10:00pm Tue:  11:00am - 10:00pm Wed:  11:00am - 10:00pm Thu:  11:00am - 10:00pm Fri:  11:00am - 1:00am Sat:  11:00am - 1:00am Sun:  11:00am - 9:00pm  ","","","https://www.facebook.com/NebraskaBrewingCompany/app_100265896690345",""
"bIGDNv","Nebraska Brewing Company","","","verified","Verified","2012-01-03 02:41:33","2014-07-25 18:39:53","La Vista","Nebraska","68128","402-934-0950","41.188961","-96.082033","Y","N","N","Y","production","Production Facility","US","United States","USA","http://www.nebraskabrewingco.com","","","","","6950 South 108th Street","","2014","","","","",""
"EKpf2s","Neckarsulmer Brauhaus","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Neckarsulm","Baden-Württemberg","74172","","","","Y","N","N","Y","brewpub","Brewpub","DE","Germany","DEU","http://www.brauhaus-neckarsulm.de/","2001","","","","Felix-Wankel-Strasse 9","276","","","","","",""
"TBOcTV","Nedloh Brewing Company","Even if you paid attention in school, you probably still don’t know that there was a time, before Prohibition, when our region was the hop capital of the nation. And when more than 50 breweries operated in the area.    Nedloh Brewing Company is committed to restoring the tradition of hop growing and small breweries in our area. We’re dedicated to making beer the way it should be, with fanatical quality, and a glint in our eye when we get to experiment on a new small batch.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","East Bloomfield","New York","14443","(585) 360-7272","42.9","-77.44","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","http://www.NedlohBrewing.com","2012","https://s3.amazonaws.com/brewerydbapi/brewery/KKUZ16/upload_mpKzFf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KKUZ16/upload_mpKzFf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KKUZ16/upload_mpKzFf-large.png","6621 State Route 5&20","","","","","","",""
"BvyaM6","Main","Negev Brewery started in 2005 as one of the first home-breweries in Israel.  Already at this stage, the special beers have won recognition and appreciation throughout the country, earning numerous awards.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Kiriyat Gat","Israel","82000","08-6886070","31.6022772","34.7790013","Y","N","N","Y","micro","Micro Brewery","IL","Israel","ISR","http://www.negevbrewery.co.il/","2005","https://s3.amazonaws.com/brewerydbapi/brewery/LAjfz5/upload_Y6qWyF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LAjfz5/upload_Y6qWyF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LAjfz5/upload_Y6qWyF-large.png","27, Kislev St.","376","2005","","","","",""
"wURFd8","Neil House Brewery","The Neil House Brewery was started by Patrick Kelleher, who was, at the time, an undergraduate student in Chemistry at The Ohio State University. What started as a hobby turned into a passion, and now the Neil House Brewery is open as a fully-functional Columbus-area microbrewery.    Also, the Neil House is a fully stocked retailer of homebrewing supplies. Whether you are into making beer, wine, mead, cider, soda, or cheese, please check the Homebrew Supply section of our website for prices, and stop into the store.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Columbus","Ohio","43213","330-936-7467","39.98506","-82.8552","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","http://www.neilhousebrewery.com/","2009","https://s3.amazonaws.com/brewerydbapi/brewery/t2Diqc/upload_NcncFA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/t2Diqc/upload_NcncFA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/t2Diqc/upload_NcncFA-large.png","372 Morrison Rd","","2009","","Suite C, D, E","","",""
"wPQQFb","Nelson Brewery","The brewery was first brought to the Historic Dockyard at Chatham as the Flagship Brewery in 1995 where it established a five barrel kit brewing up to 100 firkins a week. All the ales have nautical themed names to gel with the surroundings in which it is brewed      In 2003 the brewery was bought and renamed the Nelson Brewing Company to fall in line with the most famous naval hero of all time 'Admiral Horatio Nelson' and that his flagship 'The Victory' was built here in Chatham Dockyard.    In July 2006 the brewery was purchased by Piers Macdonald. Piers has over 20 years experience in the brewing industry and is passionate to keep the traditions of Kent brewing alive. Using the best ingredients and the finest Kent hops, combined with the expertise and dedication of his brewing staff, Piers plans to build on the brewery's already growing reputation as the provider of some of the tastiest ales on the market.    Now brewing from a seven and a half barrel kit and regularly having over a dozen ales of various strengths and taste available, the brewery is sure to have a beer to suit all!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Chatham","ME4 4TE","01634 832828","51.3943334","0.5297882","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","http://www.nelsonbrewery.co.uk/","1995","","","","Unit 2, Building 64","826","","","The Historic Dockyard","","",""
"YoA3mZ","Nelson Brewing Company","Since its inception in 1991, the Nelson Brewing Company has been dedicated to producing all natural, traditional, full-flavoured ales. In 2006 we decided to let the brewery evolve to an even more natural state, and by October of that year we were granted Certified Organic status. In a sense, we were getting back to our roots. People have been brewing organically for over 6000 years; the current practice of large-scale industrial farming with synthetic fertilizers and pesticides is an aberration of traditional farming, and therefore brewing, practices. Choosing organic production is also in keeping with the spirit of our home town of Nelson, a laid-back, progressive community nestled in the heart of the Kootenays. With limitless backcountry skiing and hiking at our back door, as well as a host of other outdoor activities year-round, brewing an organic beer in Nelson just seems like the natural thing to do.    What does it mean to be organic? Organic certification is a guarantee that our beer and its ingredients were produced without the use of synthetic fertilizers, pesticides, or genetic engineering. Our processes, cleaning and sanitation regimes must also adhere to a strict set of organic principles and be approved by our organic certification body. Being organic also signifies a commitment to environmental sustainability. Our goal is to eventually source all of our ingredients as locally as possible. Most of our barley is already malted right here in BC, and we are working with local farmers toward the planting of certified organic hops. Our spent materials are recycled by local farmers as feed and compost.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Nelson","British Columbia","","1-250-352-3582","49.4883757","-117.2900382","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://nelsonbrewing.com/","","","","","512 Latimer Street","124","","","","","",""
