"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","extendedAddress","yearClosed","mailingListUrl"
"9QCoxZ","Railhouse Brewery","Raihouse Brewery was officially founded Dec 1, 2010, in the historic town of Aberdeen, North Carolina. Started by military veterans Brian Evitts (U.S. Navy), and Mike Ratkowski (U.S. Army). They met as managers of the same company and were drawn together by the same home brewing passion to make excellent beers. Brian has been an avid home brewer for almost 15 years, while Mike has always enjoyed the culture of breweries. They both felt there was a lack of their style of beer--beer focused on the malted barley and not so focused on the hops.    Railhouse Brewery currently offers seasonal and year-round beers, including the following: Mastiff Oatmeal Stout, KA-BAR Brown Ale, FCA IPA, Vanilla Porter, Barleywine, and Pale Ale. The brewery and pub is located at 105 East South Street, Aberdeen, NC.","http://railhousebrewery.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/pLDF9A/upload_puMbsu-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pLDF9A/upload_puMbsu-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pLDF9A/upload_puMbsu-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 E South Street","Aberdeen","North Carolina","28315","910-783-5280","Monday: 4PM to 11PM  Tuesday: 4PM to 11PM  Wednesday: 4PM to 11PM  Thursday: 11AM to 2AM  Friday: 11AM to 2AM  Saturday: 11AM to 2AM  Sunday 12PM to 12AM","35.130498","-79.42713","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","",""
"ZTBgx1","Railroad City Brewing Company","We are an artisan nanobrewery offering a selection of fine ales, each handcrafted in a small batch. Our products will rotate pretty heavily, but we will always have at least 3-4 beers available, and something for most tastes.    Upon our opening we will be only the second brewery in Blair County and the FIRST brewery in the City of Altoona since the 1970s.    Our beers will be available at finer establishments in the area and directly from our tasting room where you can sample beers, and purchase growler fills and merchandise. We will begin offering some bottled products in the fall of 2013.","http://www.railroadcitybrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/fFjFnU/upload_EgcsqP-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fFjFnU/upload_EgcsqP-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fFjFnU/upload_EgcsqP-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Altoona","Pennsylvania","16602","866-902-BEER","","40.5186809","-78.3947359","Y","Y","N","Y","nano","Nano Brewery","US","","United States","USA","","","",""
"21EI3F","Railtown Brewing Company","","http://www.railtownbrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/IAQRFG/upload_LKCBPR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IAQRFG/upload_LKCBPR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IAQRFG/upload_LKCBPR-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-18 07:55:53","3555 68th Street SE","Dutton","Michigan","49316","","Opening fall 2014","42.8411246","-85.5786559","N","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"O3eRGR","Railway Brewing","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Anchorage","Alaska","","","","61.21755","-149.858384","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"0NNFPs","Railway City Brewing Company","Railway City Brewing Company is a small micro brewery located in the heart of downtown St.Thomas. We brew many different styles of beer including our Dead Elephant Ale, Iron Spike and monthly Seasonal offerings.","http://www.railwaycitybrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Pdw0mP/upload_yoJ3qm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pdw0mP/upload_yoJ3qm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Pdw0mP/upload_yoJ3qm-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","168 Curtis Street","St. Thomas","Ontario","N5R6L9","519-631-1881","Retail Store Hours  -------------------------------------  Mon - Wed (10:00 - 5:00 pm)  Thursday (10:00 - 7:00 pm)  Friday (10:00 - 7:00 pm)  Saturday (10:00 - 6:00 pm)  Sunday (12:00 - 4:00)","42.7797711","-81.1929856","Y","N","N","Y","micro","Micro Brewery","CA","","Canada","CAN","124","","",""
"YK6NBz","Railyard Brewing Co.","Brewpub in Montgomery, AL","http://www.railyardbrewingcompany.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/x0saIe/upload_Iwx4k5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/x0saIe/upload_Iwx4k5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/x0saIe/upload_Iwx4k5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12 W. Jefferson Street","Montgomery","Alabama","36104","(334) 262-0080","Mon - Wed: 11:00 am - 9:00 pm  Thu - Sat: 11:00 am - 10:00 pm  Sun: 11:00 am - 9:00 pm","32.3811008","-86.3095435","Y","N","N","N","brewpub","Brewpub","US","","United States","USA","","","",""
"6zCLiu","Rainy Daze Brewing","Brewing quality beers with quality ingredients. While our tasting room is temporarily closed, you can find us in many fine establishments throughout the Puget Sound area. Watch for new locations being added!    Brewing on a 1.5 bbl system, selling kegs, growler fills, and hopefully bottling soon to follow! Silver Medal winner in the 2013 Washington Beer Awards for Belgian Bastard.","http://rainydazebrewing.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/dOz7ZP/upload_kzftou-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/dOz7ZP/upload_kzftou-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/dOz7ZP/upload_kzftou-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-23 16:12:17","14974 Olympic View Loop Rd. NW","Silverdale","Washington","98383","360-692-1858","","47.698976","-122.739233","Y","N","N","N","tasting","Tasting Room","US","","United States","USA","","","",""
"wroV30","Raleigh Brewing Company","Raleigh Brewing Company will house a 20 bbl brew system to produce 6 year-round beers, 2 seasonal beers, and various experimental beers. All of our beers will be available in our taproom, which is located at the brewery. The taproom will have dartboards, a comfy lounge, and a few TVs for those days when the game is on.     Our beer will also be available to the public. Ask for it at your local watering hole!     At Raleigh Brewing Company we intend to be a big part of the local Raleigh community. We plan to do that by staying as green as possible by reclaiming our water used to brew with, recycling, and conserving energy, donating money/beer/time to local charities, and opening up our space for local groups/organizations/events as much as possible. If there's anything you'd like to see us do, just shoot us an email!     We look forward to opening our doors and serving you some hand-crafted beers, which will hopefully be at the very beginning of 2013!     Cheers!","http://www.raleighbrewingcompany.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/ST1lih/upload_Hgqlv6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ST1lih/upload_Hgqlv6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ST1lih/upload_Hgqlv6-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-04 13:54:56","3709 Neil Street","Raleigh","North Carolina","27607","919-696-4901","Monday - Friday: 5:00PM - 10:00PM  Saturday: 12:00PM - 10:00PM  Sunday: 12:00PM - 6:00PM","35.793325","-78.686943","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","",""
"vlac7c","Boise","The Ram is a private, independent, family-owned and operated restaurant business. We were born on February 26, 1971 when our founders took their entrepreneurial spirit and experiences they received making pizza and serving beer at Shakey’s Pizza Parlor to open their own restaurant. That first restaurant was called the Ram Pub, which was a “Deluxe Tavern” that served hot food, including cook-your-own burgers and steaks, along with beer and wine.      Since 1971, the Ram’s primary commitment has been to always provide our guests with superior quality food and gracious hospitality. Although Big Horn Brewing Company is now one of the largest brewpub companies in the country, the goal of our brewers continues to be to produce the freshest, most “drinkable” beer of the highest quality.","http://www.theram.com/idaho/boise.html","1971","N","https://s3.amazonaws.com/brewerydbapi/brewery/JY4SOB/upload_bNbOUd-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JY4SOB/upload_bNbOUd-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JY4SOB/upload_bNbOUd-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","709 E Park Blvd.","Boise","Idaho","83712","208-345-2929","Monday - Sunday | 11am - Close","43.604452","-116.192374","Y","N","N","Y","brewpub","Brewpub","US","1971","United States","USA","","","",""
"Y5JQH3","Lakewood","","http://www.theram.com/washington/lakewood.html","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10019 59th Avenue","Lakewood","Washington","98499","253-584-3191","Monday - Sunday | 11am - Close","47.166029","-122.515203","N","N","N","Y","brewpub","Brewpub","US","1971","United States","USA","","","",""
"AP2EQU","Wheeling","","http://www.theram.com/illinois/wheeling.shtml","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","700 N Milwaukee Avenue","Wheeling","Illinois","60090","847-520-1222","Monday - Sunday | 11am - Close","42.151116","-87.914409","N","N","N","Y","brewpub","Brewpub","US","1971","United States","USA","","","",""
"xKCZqP","Indianapolis","","http://www.theram.com/indiana/indianapolis.html","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","140 South Illinois St.","Indianapolis","Indiana","46225","317-955-9900","Monday - Sunday | 11am - Close","39.765097","-86.159994","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"ZdvNzq","Fishers","","http://www.theram.com/indiana/fishers.html","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","12750 Parkside Drive","Fishers","Indiana","46038","317-596-0079","Monday - Sunday | 11am - Close","39.973182","-86.002454","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"tPayGU","Meridian","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3272 East Pine","Meridian","Idaho","83642","208.888.0314","Monday - Sunday | 11am - Close","43.612226","-116.353408","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"VjJmPv","Rosemont","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","9520 Higgins Road","Rosemont","Illinois","60018","847.692.4426","Monday - Sunday | 11am - Close","41.992585","-87.863458","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"832aZM","Schaumburg","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1901 McConnor Parkway","Schaumburg","Illinois","60173","847.517.8791","Monday - Sunday | 11am - Close","42.05505","-88.035622","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"kMlOin","Salem","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","515 12th Street","Salem","Oregon","97301","503.363.1904","Monday - Sunday | 11am - Close","44.941547","-123.024971","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"MgUCsE","Clackamas","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11860 SE 82nd Avenue #3050","Happy Valley","Oregon","97086","503.659.1282","Monday - Sunday | 11am - Close","45.437476","-122.579031","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"z0D11f","Wilsonville","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","29800 Southwest Boones Ferry Road","Wilsonville","Oregon","97070","503.570.0200","Monday - Sunday | 11am - Close","45.305111","-122.770222","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"bJvpB6","Kent","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","512 Ramsay Way, Suite 4-103","Kent","Washington","98032","253.520.3881","Monday - Sunday | 11am - Close","47.385061","-122.235354","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"DdedKX","Lacey","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8100 Freedom Lane NE Suite C","Lacey","Washington","98516","360.923.5900","Monday - Sunday | 11am - Close","47.061632","-122.768961","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"pxNRTy","Puyallup - South Hill","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","103 35th Avenue SE","Puyallup","Washington","98374","253.841.3317","Monday - Sunday | 11am - Close","47.158502","-122.291866","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"SH6FdP","Puyallup - Sunrise Village","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10403 156th Street E #101","Puyallup","Washington","98374","253.445.1005","Sunday - Thursday 11am - 11pm  Friday - Saturday 11am - 12am","47.114917","-122.29067","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"4ap3mq","Seattle - Northgate","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","401 NE Northgate Way, Suite 1102","Seattle","Washington","98125","206.364.8000","Monday - Sunday 11am - Close","47.708592","-122.324664","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"guXrwH","Seattle - University Village","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2650 University Village","Seattle","Washington","98105","206.525.3565","Monday - Sunday 11am - 2am","47.663305","-122.299371","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"JEGg5i","Tacoma","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3001 Ruston Way","Tacoma","Washington","98402","253.756.7886","Monday - Sunday | 11am - Close","47.279686","-122.47599","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"vXzUF9","Federal Way","","","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","31920 Gateway Center Blvd South","Federal Way","Washington","98003","206-878-6694","","47.316183","-122.299927","N","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"ch63ZJ","Ramapo Valley Brewery","Ramapo Valley Brewery New York was established in Hillburn New York in 2000. The company was the result of a small micro brewery that first started brewing in 1997.    Their unique brewing process and Recipes, along with the use of the valley spring waters, resulted in award winning beers. Over the next three years , the demand for their beers grew at such an astounding rate that the founders, decided to make the transition to a formal brewery, and Ramapo Valley Brewery was born.    RVB is the only Kosher certified brewery in the United States , and certified to produce Kosher for Passover beer.","http://www.rvbrewery.com/","2000","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","122 Orange Avenue","Suffern","New York","10901","","","41.115511","-74.153826","Y","N","N","Y","micro","Micro Brewery","US","2000","United States","USA","","","",""
