"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","hoursOfOperation","extendedAddress","mailingListUrl","yearClosed"
"t3PXt5","Four Corners Brewing Company","The story of Four Corners Brewing Co. is simple. We’re Dallas natives and we’re craft beer fans. Most importantly, we are a dedicated team of brewers with the goal of offering handcrafted beers that pair well with the food, music, art and culture in our hometown. Refreshing and soulful, it’s what we call “local flavor” and we proudly raise a glass to that!     Flavorful and satisfying   “All Day” Ales…that’s what we’re brewing.","http://www.fcbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/7NXAeC/upload_VeZKWZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7NXAeC/upload_VeZKWZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7NXAeC/upload_VeZKWZ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","423 singleton Ave","Dallas","Texas","75201","","32.778589","-96.831118","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"VFG5pL","Four Day Ray Brewing","","http://www.fourdayray.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/VRBbud/upload_eyXZbB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VRBbud/upload_eyXZbB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VRBbud/upload_eyXZbB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Westfield","Indiana","","","40.0428151","-86.1274888","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"2TcMqe","Four Fathers Brewing, LLC","Not All Beers Are Created Equal","http://www.fourfathersbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/BiNSTd/upload_3QLDHA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BiNSTd/upload_3QLDHA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BiNSTd/upload_3QLDHA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1555 W Lincolnway Ste 105","Valparaiso","Indiana","46385","(219) 464-9712","41.4735869","-87.0797478","Y","N","N","Y","micro","Micro Brewery","US","2014","United States","USA","","Thursday 4pm to 9pm  Friday 4pm to 9pm  Saturday 12pm to 9pm  Sunday 11am to 6pm","","",""
"amIfT7","Four Friends Brewing","We have conceived, created, and built, from the start; a meaningful brewery in the heart of Charlotte to celebrate your growing demand for hand crafted quality beer. With a focus on the revival of artisan brewing, we strive to create the highest quality products available.    Brewing techniques as timeless as beer itself are used to create a uniquely handmade product. We craft the finest possible beer in small batches normally not found in the industry today which is typically dominated by mega mergers of international breweries. Is this difficult and more time consuming? Yes. Does it require more manual labor? Yes. Is it worth it? Unequivocally, YES. As beer is a “living, breathing” product made from precise strains of active yeast cultures, it just makes good sense to nurture the product in very manageable small batches. We believe that the extra care and attention devoted to each batch produces the best possible result and you as our friends deserve no less.    We hope that you will have the opportunity to experience the limited quantities of hand crafted beer that we produce in Charlotte. When you do, please notice the complexities of the aroma, the silkiness of its body, and the explosion of flavors as the grains merge artfully with the yeast cultures and noble hops blended meticulously for each variety. Join us in celebrating the pleasures of hand crafted beers and life in the Queen City finally merged into this moment in time and allow yourself the pleasure of enjoying a uniquely Charlotte experience.","http://fourfriendsbrewing.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/hcCgPK/upload_XaEKBW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/hcCgPK/upload_XaEKBW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/hcCgPK/upload_XaEKBW-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10913 C Office Park Drive","Charlotte","North Carolina","28273","","35.12048","-80.9595499","Y","N","Y","N","micro","Micro Brewery","US","2007","United States","USA","","Saturday: 3pm - 7pm","","","2014"
"D61TcY","Four Horsemen Brewing Company","Micro-Brewery producing handcrafted Ales and Lagers. Four Horsemen Brewing Company offers a tasting room opened to the public weekly on limited hours/days.","http://www.fourhorsemenbrewco.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/NMTPY6/upload_68cxME-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NMTPY6/upload_68cxME-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NMTPY6/upload_68cxME-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-04 10:29:45","710 Fellows St","South Bend","Indiana","46601","574-387-5772","41.6682021","-86.2445086","Y","N","Y","N","micro","Micro Brewery","US","2010","United States","USA","","Friday & Saturday: 4PM - 11PM","","","2013"
"pPkHlz","Four Peaks Brewing Company","Beer: the Final Frontier...these are voyages of the Four Peaks Brewing Co., our ongoing mission: to create delicious new brews, to seek out new styles and new types of ingredients, to boldly brew what no one has brewed before...","http://www.fourpeaks.com/","1996","N","https://s3.amazonaws.com/brewerydbapi/brewery/XHDhqx/upload_By91Jf-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XHDhqx/upload_By91Jf-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XHDhqx/upload_By91Jf-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1340 E. 8th St.","Tempe","Arizona","85281","480-303-9967","33.419419","-111.915913","Y","N","N","Y","micro","Micro Brewery","US","1996","United States","USA","","","#103","",""
"oLu2vX","Four Saints Brewing Company","Four Saints Brewing Company will be a new nanobrewery located in Asheboro, North Carolina. Please join us on our adventure of becoming the first brewery ever in Randolph County!","http://foursaintsbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/KZlIgk/upload_1E9iFY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KZlIgk/upload_1E9iFY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KZlIgk/upload_1E9iFY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","126 S. Coble Street","Randleman","North Carolina","27317","","35.8111115","-79.8064719","Y","Y","N","N","micro","Micro Brewery","US","","United States","USA","","","","",""
"pEWnyS","Four Seasons Brewing Company","","http://www.fsbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/pQSK3k/upload_Tr7Akz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/pQSK3k/upload_Tr7Akz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/pQSK3k/upload_Tr7Akz-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","745 Loyd Avenue, Exd","Latrobe","Pennsylvania","15650","724-520-4111","40.3056744","-79.3934057","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","Mon: 2:00 pm - 6:00 pm  Tue: 1:00 pm - 5:00 pm  Thu: 3:00 pm - 7:00 pm  Fri: 4:00 pm - 8:00 pm  Sat - Sun: 12:00 pm - 6:00 pm","","",""
"2zLfEP","Four String Brewing Company","Four String Brewing Company is Columbus' latest craft brewery. Located in the heart of Grandview, Four String is now distributing draft beer in the Columbus market.","http://www.fourstringbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZDCuzc/upload_xVhhq8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZDCuzc/upload_xVhhq8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZDCuzc/upload_xVhhq8-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","985 W. 6th Avenue","Columbus","Ohio","43212","614-725-1282","39.989114","-83.032791","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","","",""
"3U7O6k","Fox & Crow Brewery","While Fox & Crow Brewery started out as a home brewery in Wilmington, NC, the head brewer and founder, Chip Bulla, actually began dreaming of turning what began as a hobby into a profession back in 2002. It was at that point he brewed his first extract batch and from then on he was hooked. After a few years, like many other home brewers, he moved into all-grain brewing and never looked back. Since then, he has been dedicated to perfecting both his craft and the quality of his beers. Now armed with an arsenal of hand-crafted recipes, he and his two partners, Andy Kerkhoff and Ashby Armistead, have decided to venture into the commercial arena and turn the dream that began in 2002 into a reality. In 2014, Fox & Crow Brewery will begin its journey and we invite you to like our page, share with your friends, and follow us on our path as we strive to share our passion for beer and brewing with a larger audience. Cheers!","","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/jRzF7z/upload_p4qoDx-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/jRzF7z/upload_p4qoDx-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/jRzF7z/upload_p4qoDx-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Myrtle Grove","North Carolina","28409","","34.1346157","-77.8816518","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"uRHoZ3","Fox Barrel Cider","Fox Barrel Cider Company was founded by Sean Deorsey and Bruce Nissen in 2004. Both tired of the corporate life, in the accounting & sales arenas, Sean and Bruce decided to start their own business. Sean has been crafting ciders since his days at Santa Clara Universityand believes that ""it's much better to crunch apples than to crunch numbers."" Along with his wife and two young daughters, Sean resides in Auburn, California.    Bruce has worked in sales, marketing and business management roles over the past several years. He had been interested in developing an organization and had become smitten with cider since introduced to it several years ago. Along with his wife and their young son & daughter, Bruce resides in Colfax, California.    After looking throughout the Sierra Foothills, the pair chose a location in the historic railroad town of Colfax, California. The cidery originally sat in the historic Fruit Growers Exchange Association, a building that once was a storage and packing facility for the abundance of fruits grown in the area. It seemed appropriate to use this space, bringing it back towards its original use. After two years in that location, the cidery outgrew the space and moved to a much larger facility less than a mile down the road.","http://www.foxbarrel.com/","2004","N","https://s3.amazonaws.com/brewerydbapi/brewery/aP9faI/upload_Lw2wAC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/aP9faI/upload_Lw2wAC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/aP9faI/upload_Lw2wAC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1213 S. Auburn St.","Colfax","California","95713","(530) 346-9699","39.0889913","-120.9555526","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","Ste A","",""
"RjT5vQ","Fox River Brewing Company","Dating back to 1846, the city of Oshkosh has deep roots in brewing fine beers http://oshkoshbeertimeline.blogspot.com/. Fox River Brewing Company opened on the Fox River in Oshkosh, late 1995. Under the name of Fratellos (meaning brothers) and Fox River Brewing Co., the Supple Brothers, long-standing restaurateurs, dove into the brewing industry.","http://supplerestaurantgroup.com/index.php/Fox-River-Brewing-Company/","1997","N","https://s3.amazonaws.com/brewerydbapi/brewery/9awW0O/upload_r0dCNn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/9awW0O/upload_r0dCNn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/9awW0O/upload_r0dCNn-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4301 W. Wisconsin Avenue","Appleton","Wisconsin","54915","920-991-0000","44.273028","-88.469748","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"f8KmL1","Frampton Brasse","Family business located on a land of 107 acres in the heart of the Appalachians, the Frampton Breaststroke wants a firm specializing in brewing beers of distinction by its brewing method 'decoction' European technique which results in a product to taste more rich and heavily favored for centuries by beer lovers in the old continent. The ingredients used in the manufacture of its products are limited to pure water drawn from the same source, barley malt locally grown hops and she experiences the culture and also from other sources.    On site, you can discover the beauty of this farm with its fields of barley, taste and purchase their products in the tasting room. For adventurous people who like to experience the difference a stop at Frampton Breaststroke to impose itself.    Tour and tasting. Guaranteed fun!","http://www.framptonbrasse.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/AjY30i/upload_CmlKpG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/AjY30i/upload_CmlKpG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/AjY30i/upload_CmlKpG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","430, 5e rang","Frampton","Québec","g0r1mo","1-418-479-5683","","","Y","N","N","Y","micro","Micro Brewery","CA","2011","Canada","CAN","124","","","",""
"txhujB","Franciscan Well","The Franciscan Well Brewery was founded in 1998 on the North Mall in Cork City and is built on the site of an old Franciscan monastery and well dating back to the year 1219. Legend has it that water from the well had miraculous and curative properties, and people wold come from afar to drink from it.    The Brewery has combined modern technology with age old tradition in forming classic beer styles including lager, ale, stout, and wheat beer. All of the beers brewed at the Franciscan Well are natural, unlike some commercial beers that can contain chemical additives, preservatives and cheaper ingredients.    The Brewpub houses three serving vessels located directly behind the bar, which dispense our beer to the taps. The tanks, which hold 300gl each, offer the beer drinker a unique setting in which to enjoy our craft brewed beer.","http://www.franciscanwellbrewery.com/","1998","N","https://s3.amazonaws.com/brewerydbapi/brewery/6egX8g/upload_mCzWQQ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6egX8g/upload_mCzWQQ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6egX8g/upload_mCzWQQ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14 North Mall","Cork","Co. Cork","","+353 (0)21 4210 130","51.9009944","-8.482041","Y","N","N","Y","micro","Micro Brewery","IE","1998","Ireland","IRL","372","Mon - Thu: 3:00 pm - 11:30 pm  Fri - Sat: 3:00 pm - 12:30 am  Sun: 3:00 pm - 11:00 pm","","",""
