"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","images__icon","images__medium","images__large","locality","phone","hoursOfOperation","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"4l4y4x","Smog City Brewing","http://smogcitybrewing.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1901 Del Amo Blvd","California","90501","33.847081","-118.313555","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Smog City Brewing is a Los Angeles based brewery devoted to putting its mark on the craft beer scene with exceptionally balanced and creatively inspired beers.","https://s3.amazonaws.com/brewerydbapi/brewery/W5VCnK/upload_P9StDD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/W5VCnK/upload_P9StDD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/W5VCnK/upload_P9StDD-large.png","Torrance","(310) 320-7664","Thursday - Friday 4:00pm - 9:00pm  Saturday 12:00pm - 8:00pm  Sunday 12:00pm - 6:00pm","2011","Ste B","","",""
"Meob53","Smoke'n Hops","http://www.smokehops.com/","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3799 East U.S. 290","Texas","78620","30.19741","-98.022871","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","We are a locally owned company and group of friends who are very passionate about Texas BBQ, good Texas craft beers, and live music. We've had a vision of a business that could bring the very best in these things together, and now our vision has become reality. Smoke 'n Hops will brew our own beer on site, smoke our own Texas-style BBQ, and bring in prominent musicians as well as local acts with ties to the community. It is very important to us to tie these things in with a fun, family-oriented environment. Therefore we have installed a playground so the younger ones are having fun while the older ones are at play.","https://s3.amazonaws.com/brewerydbapi/brewery/4l4y4x/upload_SDA2r5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4l4y4x/upload_SDA2r5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4l4y4x/upload_SDA2r5-large.png","Dripping Springs","(512) 655-3069","","2013","","","",""
"mftbkH","Smoky Mountain Brewery","http://smoky-mtn-brewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","11308 Parkside Dr.","Tennessee","37934","35.898786","-84.159341","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","We are a natural gathering place for any televised sporting event or just a great meal. Inside you'll find one of the largest working micro breweries in the state of TN. And don't forget the live entertainment nightly.","https://s3.amazonaws.com/brewerydbapi/brewery/3BHBJh/upload_hGJjuR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3BHBJh/upload_hGJjuR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3BHBJh/upload_hGJjuR-large.png","Knoxville","865-288-5500","Sun - Thur: 11 am - 12 am  Fri - Sat: 11 am - 1 am    Thanksgiving: 4:30 pm - 12:30 am  Christmas Eve: 11 am - 11 pm  Christmas: 3:30 pm - 1 am","","","","",""
"95DDcd","Gatlinburg","http://smoky-mtn-brewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1004 Parkway","Tennessee","37738","35.7083972","-83.5210795","N","N","N","N","brewpub","Brewpub","US","United States","USA","","","","","","Gatlinburg","865-436-4200","Daily: 11:30 am - 1 am  Thanksgiving: 11:30 am - 1 am  Christmas: 11:30 am - 1 am","","","","",""
"lOw1m4","Maryville","http://smoky-mtn-brewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","743 Watkins Road","Tennessee","37801","35.7506879","-83.993654","N","N","N","N","brewpub","Brewpub","US","United States","USA","","","","","","Maryville","865-238-1900","Sun - Thur: 11 am - 12 am  Fri - Sat: 11 am - 1 am    Christmas: Closed","","","","",""
"NiepvV","Pigeon Forge","http://smoky-mtn-brewery.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2530 Parkway","Tennessee","37863","35.806095","-83.578377","N","N","N","N","brewpub","Brewpub","US","United States","USA","","","","","","Pigeon Forge","865-868-1400","Daily: 11 am - 12 am    Thanksgiving: Closed  Christmas: Closed","","","","",""
"OzcPti","Smugglers Brew Pub","http://www.smugglersbrewpub.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","225 S Pine St","Colorado","81435","37.9361304","-107.8112087","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","Telluride, Colorado's only brew pub!","https://s3.amazonaws.com/brewerydbapi/brewery/fUzzT8/upload_L9PXRv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/fUzzT8/upload_L9PXRv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/fUzzT8/upload_L9PXRv-large.png","Telluride","(970) 728-5620","Mon - Sun: 11:00 am - 1:00 am","","","","",""
"1JLE39","Smuttynose Brewing Company","http://www.smuttynose.com/","1994","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:53:49","225 Heritage Ave","New Hampshire","03801","43.0323999","-70.7956193","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","Smuttynose was founded in 1994 by the folks who started the Northampton and Portsmouth Breweries. We brew a wide range of beers, from our year-round beers: Finestkind IPA, Old Brown Dog, Robust Porter, Star Island Single and Shoals Pale Ale; our seasonals to The Big Beer Series & our rare Smuttlabs releases; we brew something for everyone in the 24 states where we sell beer. Smuttynose is excited to begin production in it's new state-of-the-art, energy-stingy brewery in early 2014.  Please come visit for a tour or a bite in our restaurant.","https://s3.amazonaws.com/brewerydbapi/brewery/v0MKXA/upload_AgznTt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/v0MKXA/upload_AgznTt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/v0MKXA/upload_AgznTt-large.png","Portsmouth","603-436-4026","","1994","","","",""
"Vp2e5D","Smuttynose Brewing Co.","http://www.smuttynose.com","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 Towle Farm Road","New Hampshire","03801","42.9456995","-70.8501917","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Hampton","603-436-4026","To Be Determined","","","","",""
"p5Siio","Smylie Bros. Restaurant & Brewery","http://www.smyliebros.com","2014","N","verified","Verified","2012-01-03 02:41:33","2014-08-25 12:00:04","1615 Oak Ave","Illinois","60201","42.047656","-87.686413","Y","N","N","N","brewpub","Brewpub","US","United States","USA","","Evanston brewpub and smokehouse. Craft beer, wood fired pizza, and Texas inspired BBQ. Reservations strongly encouraged.","https://s3.amazonaws.com/brewerydbapi/brewery/lJvCOX/upload_JVzISS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lJvCOX/upload_JVzISS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lJvCOX/upload_JVzISS-large.png","Evanston","(224) 999-7320","Tue:  4:00pm - 12:00am Wed:  4:00pm - 12:00am Thu:  4:00pm - 1:00am Fri:  4:00pm - 1:00am Sat:  4:00pm - 1:00am Sun:  4:00pm - 11:00pm  ","2014","","","",""
"dd42Ca","Snake River Brewing","http://snakeriverbrewing.com/","1994","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","265 South Millward Street","Wyoming","83001","43.4768201","-110.7650637","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","America's most award-winning small brewery since 1994 offering a wide array of lagers and ales with hand-crafted cuisine. Locals and tourists alike co-mingle in a friendly and casual environment.    Make yourself at home at Snake River Brewing in the heart of the Teton Mountain Range. All roads, trails, bike paths, climbing routes and ski runs lead to “The Brewpub”! After a day in the great outdoors how can you not partake of a tasty malt beverage and a delicious meal","https://s3.amazonaws.com/brewerydbapi/brewery/RT0XDJ/upload_bRc9NR-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/RT0XDJ/upload_bRc9NR-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/RT0XDJ/upload_bRc9NR-large.png","Jackson Hole","307-739-2337","Mon - Thurs: 11:30 am - 1:00 am  Fri - Sat: 11:30 am - 1:30 am  Sun: 11:30 am - 1:00 am","1994","","","",""
"VaFhAH","Sneeuberg Brewery","http://www.nieubethesda.co.za/","2003","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pienaar Street","Eastern Cape","6286","-31.8652034","24.5521132","Y","N","N","Y","micro","Micro Brewery","ZA","South Africa","ZAF","710","The Sneeuberg Brewery and deli is essentially a one-man show and the beer and cheese served here are made by the owner. Even the coffee is roasted on site.    The beer is free of preservatives or additives using only malt, hops and natural spring water. There are three difference ales: the crisper more bitter Karoo Ale, the slightly sweeter Honey Ale and the smoky dark Roasted Ale.","","","","Nieu Bethesda","(49) 8411602","","2003","","","",""
"FwmqM1","Snipes Mountain Microbrewery & Restaurant","http://www.snipesmountain.com/","1997","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","905 Yakima Valley Highway","Washington","98944","46.328424","-120.008404","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Walk between six tall lodge poles that flank the entrance of Snipes Mountain Brewery & Restaurant, push open the big double doors, and come on in. A unique pub and dining experience is waiting for you.    Find a seat at the oak bar, in front of the fireplace, or on the wrap-around patio.    Designed to reflect the surrounding countryside, there's plenty of wide open spaces for everyone. Separate banquet rooms are also available and children are always welcome!","","","","Sunnyside","509-837-2739","10 a.m. to 10 p.m. (Sun-Th)  11 a.m. to 11 p.m. (F-Sat)","1997","","","",""
"4NDvuN","Snitz Creek Brewery","http://www.snitzcreekbrewery.com/","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","7 Nth 9th Street","Pennsylvania","17046","40.347966","-76.3965603","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","We are a group of people with a passion for beer, the outdoors and for having a good time. Currently under construction, we hope to be open by Christmas.","https://s3.amazonaws.com/brewerydbapi/brewery/JCb4IX/upload_68vuUc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/JCb4IX/upload_68vuUc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/JCb4IX/upload_68vuUc-large.png","Lebanon","(717) 450-4540","","2013","","","",""
"sGVeVS","SnoHo Brewing Co","http://www.snohobrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Washington","","47.9124","-122.093064","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","https://s3.amazonaws.com/brewerydbapi/brewery/HoincZ/upload_gOBmsb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HoincZ/upload_gOBmsb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HoincZ/upload_gOBmsb-large.png","Snohomish","","","","","","",""
"UaESet","Snoqualmie Falls Brewing Company","http://www.fallsbrew.com/","1997","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8032 Falls Ave SE","Washington","98065","47.528832","-121.824017","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are a small private company, located in historic downtown Snoqualmie, Washington.  Founders Pat Anderson, David McKibben, Dave Eiffert, LeRoy Gmazel and Tom Antone did not have the sense to know that you had to be crazy to start a brewery in 1997, when most of the rest of the world thought the craft brewing industry was going down the tube, so 13 years later, here we are.    Our products are now available in 22 oz bombers at the brewery and in an ever increasing number of stores between Bellingham and Olympia, as well as in eastern Washington and northern Idaho.","https://s3.amazonaws.com/brewerydbapi/brewery/N7gSdA/upload_0cGHgC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/N7gSdA/upload_0cGHgC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/N7gSdA/upload_0cGHgC-large.png","Snoqualmie","425-831-2357","","1997","","","",""
"1RvWY5","Snow Eagle Brewing","http://www.snoweaglebrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","455 River Parkway","Idaho","83402","43.495446","-112.04493","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Idaho Falls' newest and finest brewing and grill establishment.","","","","Idaho Falls","(208) 557-0455","Mon - Sat:	11:00 am - 10:00 pm","","","","",""
"3iuL1g","Snowbank Brewing CO","http://www.snowbankbrewing.com/","2014","N","verified","Verified","2012-01-03 02:41:33","2014-08-25 12:07:15","225 N Lemay Ave","Colorado","80524","40.5902995","-105.057759","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","A departure from the traditional, Snowbank Brewing focuses on innovation and a passion for the Colorado lifestyle.","","","","Fort Collins","(970) 999-5658","Mon:  12:00pm - 6:00pm Tue:  12:00pm - 8:00pm Wed:  12:00pm - 8:00pm Thu:  12:00pm - 8:00pm Fri:  12:00pm - 9:00pm Sat:  12:00pm - 9:00pm Sun:  12:00pm - 6:00pm  ","2014","Suite 1","","",""
"02Ne4w","Snowshoe Brewing Company","http://www.snowshoebrewing.com/","1995","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2050 Highway 4","California","95223","38.242202","-120.361279","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","Snowshoe Brewing Co. was founded in early 1995, with a mission to brew great beer and create a diverse menu of good food. Our brewpub & restaurant was opened in Arnold, Calaveras County, in the former location of The Meadowmont Inn, overlooking the golf course.     Our brewers have created award-winning ales that have ale lovers throughout Central California and the Sierras asking for a Snowshoe at their favorite pubs and restaurants. The staff at our restaurant wants to ensure that your meal is enjoyable… served with our Snowshoe hospitality!    The beer is bottled in Calaveras and brewed using a 15-barrel brewhouse, three 15-barrel fermenters and three 30-barrel fermenters. Our specialty beers include India Pale Ale, Westridge Winter Ale, Cutthroat Strong Ale, Oktoberfest, Irish Red, Porter, Midnight Moon Oatmeal Stout.","","","","Arnold","209-795-2272","","","","http://snowshoebrewing.com/signup.html","",""
"6txGoK","Snowy Mountain Pub & Brewery","http://www.saratogaresortandspa.com/","1995","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","601 Pic Pike Rd","Wyoming","82331","41.4534072","-106.8020015","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","The Snowy Mountain Brewery is located in beautiful Saratoga, Wyoming and is the anchor brewpub for the Saratoga Resort and Spa.  The Saratoga Resort and Spa consistently draws people from all over Colorado and Wyoming due to its unique offering of a variety of amenities in one location--such as an on-site brewery, mineral hot spring pools, great food, western-styled rooms, jeep, ATV and snowmobile rentals, a golf course and a full-service spa.      The Snowy Mountain Brewery is gaining in exposure and was featured recently in Travel Pulse’s “5 Unique Beer Vacation Spots in the U.S.!”  The name Snowy Mountain is fitting for the brewery as it sits adjacent the majestic Snowy Range Mountains, in southern Wyoming. Boasting 8-10 different craft beers throughout each season, the Snowy Mountain Brewery is one of the fastest growing breweries in Wyoming and surrounding states. The famous brewpub, with a throw-back to the wild west, is adorned with big game mounts and bar-stools made with six-shooters and patinated saddles and features a full pub menu with selections that compliment Saratoga's finest craft beers.","https://s3.amazonaws.com/brewerydbapi/brewery/u8Rbm0/upload_4X9zOz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/u8Rbm0/upload_4X9zOz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/u8Rbm0/upload_4X9zOz-large.png","Saratoga","307-760-2302","Hours: 3 PM â€“ 9 PM","","PO Box 869","","",""
