"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"G7WXOq","Corcoran Brewing Company","Nestled on the back roads of Waterford is Virginia's only winery and brewery.      After tackling the world of winemaking, Lori and Jim Corcoran decided to expand to include their love of beer as well.  Brewer Kevin Bills was brought in, a plan was made, and here we are.  Currently producing beer 3 bbl at a time, we have up to 12 beers on tap at a time, though plans are in the works to upgrade to a 10 bbl system soon.    We have eleven varieties of hops growing just outside our tasting room and anticipate using them in an all Virginia Harvest Pale Ale soon, using barley grown and malted in Virginia.     Come by the tasting room for a flight of samples, a pint, a growler fill, and Monk's BBQ (voted best food truck in the DC area on WTOP).","http://www.corcoranbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/Z7U3KK/upload_AOhrem-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Z7U3KK/upload_AOhrem-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Z7U3KK/upload_AOhrem-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14635 Corkys Farm Lane","Waterford","Virginia","20197","Sat - Sun:	12:00 pm - 5:00 pm","39.2128581","-77.6518983","Y","N","N","Y","nano","Nano Brewery","US","","United States","USA","540-882-9073","","","",""
"3AnOYz","Core Brewing Company","Every great community needs a local flavor and Core Brewing & Distilling Company is out to be Arkansas’ hometown beer. Our brews are big and innovative rooted in tradition.","http://www.corebeer.com","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/NamZiK/upload_dlHGmv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NamZiK/upload_dlHGmv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NamZiK/upload_dlHGmv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2470 Lowell Rd","Springdale","Arkansas","72764","Monday: Closed  Tue-Friday: 3-9  Sat-Sun: 1-9","36.206206","-94.1345709","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","(479) 879-2469","","","",""
"Uky9hi","Cornel's Brewing Company","Beaumont's first Mirco Brewery, located in Bevil Oaks. Look for our tasty brews in a restaurant or store near you!","https://www.facebook.com/pages/Cornels-Brewing-Company/259073776408","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/zFTkhJ/upload_fgVPbS-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/zFTkhJ/upload_fgVPbS-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/zFTkhJ/upload_fgVPbS-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","13410 Highway 105","Beaumont","Texas","77713","","30.13453","-94.266735","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","(409) 504-2389","","","",""
"74gxr9","Corner Pub","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","100 Main Street","Reedsburg","Wisconsin","53959","","43.532251","-90.009922","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","1-608-524-8989","","","",""
"jOPm0a","Cornerstone Brewing Company","","http://www.cornerstonebrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/wgMliQ/upload_SHKwBv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wgMliQ/upload_SHKwBv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wgMliQ/upload_SHKwBv-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","58 Front Street","Berea","Ohio","44017","","41.3669129","-81.852654","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","440-239-9820","","","",""
"1rSAVq","Madison","","http://www.cornerstonebrewing.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","70 W Main St.","Madison","Ohio","44057","","41.771546","-81.048817","N","N","N","N","brewpub","Brewpub","US","","United States","USA","440-983-4520","","","",""
"Li8aA1","Coronado Brewing Company","The Coronado Brewing Company, in beautiful Coronado (located just a few minutes from downtown San Diego) welcomes you to come and enjoy quality handcrafted beers and delicious food in a casual family environment. Join us for a refreshing pint while we make you one of our signature pizzas or calzones in the wood fired oven, or choose from a wide selection of fresh seafood, steaks, pastas and dining specials. The Coronado Brewing Company is perfect for a quick lunch, a relaxing beverage or a wonderful dinner. If you're a sports fan come relax with a cold beer and an appetizer while watching your favorite team on one of our many HD TV's. Open 7 days a week from 11:00 am (until closing) & offering a weekly happy hour (M-F) from (2-5pm).     The Tasting Room is Coronado Brewing Company's newest location located at 1205 Knoxville Street San Diego, Ca 92110. Come hang out at our production facility and bar! Choose from 20+ beers on tap while you take in the scenery of our facility. You may even catch our brewers hard at work! Our hours are Sunday-Thursday 11am-9pm and Friday-Saturday 11am-9:30pm with happy hour Monday-Friday 1pm-6pm! We even have rotating food trucks for our foodies out there!","http://www.coronadobrewingcompany.com/","1996","N","https://s3.amazonaws.com/brewerydbapi/brewery/gVynTw/upload_OCRCA7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gVynTw/upload_OCRCA7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gVynTw/upload_OCRCA7-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-13 14:23:55","170 Orange Avenue","Coronado","California","92118","Sun:  10:30am - 9:00pm  Fri:  10:30am - 10:00pm  Sat:  10:30am - 10:00pm","32.6977714","-117.1732032","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","619-437-4452","","","",""
"DNC4cQ","Tasting Room","","http://coronadobrewingcompany.com","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1205 Knoxville St","San Diego","California","92110","Mon-Fri: 1pm – 9pm  Sat: 11am – 9:30pm  Sun: 11am – 8pm  Happy Hour M-F: 1-6pm","32.771771","-117.204683","N","N","N","Y","tasting","Tasting Room","US","","United States","USA","(619) 275-2215","","","",""
"2obyBa","Corsaire","","http://www.corsairemicro.com/","2008","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5955, rue Saint-Laurent","Lévis","Québec","g6v3p5","","46.8105881","-71.1869705","Y","N","N","Y","brewpub","Brewpub","CA","2008","Canada","CAN","1-418-380-2505","local 101","124","",""
"y1rOJS","Cortland Beer Company","Welcome to the Cortland Beer Company, the start of something new in Cortland, NY. We are located at 16 Court Street, in the heart of Downtown Cortland, NY. Our tasting room is open and we are selling growlers and kegs at this time. You may also call ahead and pre-order your growler to go. We will do our best to have it packaged and ready to pick-up when you stop in. Keep your eyes open in the next few months for Cortland Beer Company beers at your favorite local pub’s and restaurants, and ask them to put it on tap.","http://www.cortlandbeer.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/GuQQmT/upload_RbZcgY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GuQQmT/upload_RbZcgY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GuQQmT/upload_RbZcgY-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","40 Main St.","Cortland","New York","13045","","42.6001173","-76.18045","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","607-662-4389","","","",""
"aLaCSt","Cosmic Ales","Brewing a truly cosmic beer.  We are committed to brewing true flavors of beer that satisfy every taste bud.","http://cosmicbrewery.com/","2008","N","https://s3.amazonaws.com/brewerydbapi/brewery/BirFEL/upload_0FHh5t-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BirFEL/upload_0FHh5t-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BirFEL/upload_0FHh5t-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","","","","","","","Y","N","N","Y","micro","Micro Brewery","US","2008","United States","USA","424-259-2337","","","",""
"CrwYzN","Cosmic Distributing and Beer","","http://cosmicdistributing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/KmsdoV/upload_V31bnb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/KmsdoV/upload_V31bnb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/KmsdoV/upload_V31bnb-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2323 Greenlaw Ln","Flagstaff","Arizona","86004","","35.21496","-111.611684","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(928) 814-0770","#4","","",""
"CfJ0cK","Cosmic Frog Handcrafted Ales","Nanobrewery in Buffalo NY currently in the licensing phase of start up. We look forward to serving handcrafted ales that we feel are both creative and a solid contribution to the craft beer renaissance.     To enhance the culture of craft beer and quality of life of our community and customers by providing handcrafted, artisan ales created with thought, passion and attention to detail provided in an atmosphere that aspires to create mutual engagement.","http://cosmicfrogbrewing.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/bsWYOV/upload_657gbm-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/bsWYOV/upload_657gbm-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/bsWYOV/upload_657gbm-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Buffalo","New York","","","42.88544","-78.878464","Y","N","N","Y","micro","Micro Brewery","US","2010","United States","USA","","","","",""
"MQ1eA7","Cosmos Brewery","","http://www.thaibev.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15 Vibhavadee Rangsit Road","","Bangkok","10900","","13.8361545","100.5633676","Y","N","N","Y","micro","Micro Brewery","TH","","Thailand","THA","0-2617-9500-29","","764","",""
"oz1oll","Costal Extreme Brewing Company","The Coastal Extreme Brewing Company was started in 1999 by four graduates of Colby College. During his college days the head brewer, Derek Luke, reaquired a homebrewing kit he had given his sister and quickly went to work brewing and passing his knowledge along to the company's president, Brent Ryan. As Graduation grew near and the cold reality of post-collegiate life set in Luke and Ryan knew that they could turn their affinity for beer and their new found ability to make it into a viable alternative to unemployment or sitting at a desk answering to ""The Man"". Of course, they couldn't do it by themselves, so after very little convincing, they got roommate and friends, Mark Sinclair and Will Rafferty to join them.    On Father's Day in 1999, after almost two years of planning and preperation, the first batch of Hurricane Amber Ale was brewed. By July 2nd the first kegs had been shipped to three Newport Restaurants and were quickly tapped and emptied. A little over a month after the release of the first kegs, 6-packs of Hurricane Amber Ale began to hit the shelves. Since then we have expanded our product line and our distribution territory but continue to brew up a storm in our Middletown Brewery.","http://www.newportstorm.com/","1999","N","https://s3.amazonaws.com/brewerydbapi/brewery/IphbdN/upload_4dE1nk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IphbdN/upload_4dE1nk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IphbdN/upload_4dE1nk-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:18:19","307 Oliphant Lane","Middletown","Rhode Island","02842","","41.5369904","-71.2796012","Y","N","N","Y","micro","Micro Brewery","US","1999","United States","USA","401-849-5232","","","",""
"sdstvK","CoStar Brewing","CoStar Brewing is Pittsburgh's newest nano-brewery. Our brews can be found in some of your favorite eating and drinking establishments in the East End.","http://costarbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/uyCvzH/upload_5I5ydA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/uyCvzH/upload_5I5ydA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/uyCvzH/upload_5I5ydA-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Pittsburgh","Pennsylvania","","","40.4406248","-79.9958864","Y","N","N","N","nano","Nano Brewery","US","","United States","USA","","","","",""
"JgAy8P","Cotton Brewing Co.","An LLC started by Brett Cotton and Krista Cotton in January 2011. The microbrewery license was issued to Cotton Brewing Company in August 2012. Build out of the brewery has been completed, inspections are finished, and we have begun building our tap room on Oak St. in Adrian.    Cotton Brewing currently has a production facility that is not open to the general public. Beer may be purchased directly from the production facility by appointment only.","http://www.cottonbrewing.com","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/4jPMHm/upload_trWWcA-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/4jPMHm/upload_trWWcA-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/4jPMHm/upload_trWWcA-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-23 14:51:49","343 Lawrence Ave","Adrian","Michigan","49221","","41.8906732","-84.0320374","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","(517) 902-6608","","","",""
